Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,Revenue_Cr,MSA_Intensity,Scope3_Biodiversity_MSA,Exiobase_Sector,Factor_Used,Sector_Original,Revenue_INR,Revenue_Million_EUR,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank
RateGain Travel Technologies Limited,Other Business Services,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,2104067285.9653523,2.75656583736054e-08,1.1689262699807512,Other business activities,0.05,Information Technology,2104067285.9653523,23.378525399615025,0.049999997861285214,0.5555552915168076,403.0,369.0
Ratnamani Metals  Tubes Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,48831958762.886604,1.1058331749952498e-08,27.128865979381448,Other business activities,0.05,Chemicals & Fertilizers,48831958762.886604,542.577319587629,0.04999999990784724,0.5555555441786713,208.0,208.0
Raymond Limited,Textiles,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,181464.6099319382,0.0027774010601242,0.0006048820331064607,Textiles,0.3,Chemicals & Fertilizers,181464.6099319382,0.0020162734436882023,0.29985128441514025,3.3150649505791283,414.0,26.0
Redington Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,992281690140.8452,6.167603474706181e-10,551.267605633803,Other business activities,0.05,Chemicals & Fertilizers,992281690140.8452,11025.352112676059,0.049999999995465,0.5555555549956788,26.0,95.0
Redtape Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,20637440918.55428,3.1980709362400694e-08,11.465244954752379,Other business activities,0.05,Chemicals & Fertilizers,20637440918.55428,229.30489909504755,0.04999999978194972,0.5555555286357678,319.0,303.0
Relaxo Footwears Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,27761425701.7616,2.6799776351284068e-08,15.423014278756447,Other business activities,0.05,Chemicals & Fertilizers,27761425701.7616,308.4602855751289,0.04999999983790458,0.5555555355437759,268.0,256.0
Reliance Industries Limited,Oil & Gas,Bangalore,Karnataka,0.48,2.0,0.96,Tier 2,75%,5571625521282.195,1.7230160145060786e-10,24762.780094587535,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,5571625521282.195,61906.95023646884,0.3999999999935387,4.444444443646752,2.0,9.0
Reliance Infrastructure Limited,Other Business Services,Chennai,Tamil Nadu,0.52,2.0,1.04,Tier 2,75%,304248242398.10223,3.41826132437992e-09,169.02680133227904,Other business activities,0.05,Oil & Gas,304248242398.10223,3380.5360266455805,0.04999999998520945,0.5555555537295613,67.0,110.0
Responsive Industries Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,55573.889999998224,0.0125238668734548,3.0874383333332344e-05,Other business activities,0.05,Chemicals & Fertilizers,55573.889999998224,0.0006174876666666469,0.04991915764421063,0.5457355563376199,445.0,392.0
Route Mobile Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,8320733944.954128,6.489812119608363e-08,4.62262996941896,Other business activities,0.05,Chemicals & Fertilizers,8320733944.954128,92.4525993883792,0.049999999459182334,0.5555554887879492,380.0,355.0
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1136619302728.097,4.4342023647698627e-10,631.4551681822761,Other business activities,0.05,Chemicals & Fertilizers,1136619302728.097,12629.103363645521,0.04999999999604089,0.5555555550667766,23.0,94.0
SAPPHIRE FOODS INDIA LIMITED,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,24467741935.483868,2.50125247198418e-08,13.593189964157705,Other business activities,0.05,Chemicals & Fertilizers,24467741935.483868,271.8637992831541,0.049999999816084384,0.555555532849924,284.0,268.0
SARDA ENERGY  MINERALS LIMITED,Other Business Services,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,34841700928.82273,3.946420419625765e-08,19.35650051601263,Other business activities,0.05,Power Generation,34841700928.82273,387.13001032025255,0.04999999987084443,0.5555555396104231,244.0,238.0
SAREGAMA India Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,10092127865.907295,7.37208257649353e-08,5.606737703281831,Other business activities,0.05,Chemicals & Fertilizers,10092127865.907295,112.13475406563661,0.049999999554107916,0.5555555005071547,373.0,348.0
SBFC Finance Limited,Financial Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,13050690318.801771,4.4135596350039233e-08,0.7250383510445428,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,13050690318.801771,145.00767020890856,0.0049999999655190655,0.05555555129865037,407.0,472.0
SBI Cards and Payment Services Limited,Financial Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,186504918032.7869,3.3457562759299622e-09,10.361384335154828,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,186504918032.7869,2072.2768670309656,0.004999999997587195,0.0555555552576784,326.0,454.0
SBI Life Insurance Company Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,849425025227.0435,8.193777900691887e-10,47.190279179280196,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,849425025227.0435,9438.05583585604,0.004999999999470229,0.05555555549015184,153.0,435.0
SHIPPING CORPORATION OF INDIA LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,559232.9999997006,0.0009656082527323,0.0003106849999998337,Other business activities,0.05,Chemicals & Fertilizers,559232.9999997006,0.006213699999996673,0.049991954559351216,0.5545639046610958,421.0,375.0
SJVN Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,28972972707.15515,1.7395522547658094e-08,16.096095948419528,Other business activities,0.05,Chemicals & Fertilizers,28972972707.15515,321.92191896839057,0.049999999844682834,0.5555555363805975,261.0,252.0
SKF INDIA LIMITED,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,49199040240.30624,1.2439267046892916e-08,27.332800133503465,Other business activities,0.05,Chemicals & Fertilizers,49199040240.30624,546.6560026700693,0.049999999908534806,0.5555555442635559,207.0,207.0
SRF LIMITED,Chemicals,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,116953405017.92116,5.643273061599754e-09,194.92234169653526,Chemicals nec,0.15,Chemicals & Fertilizers,116953405017.92116,1299.4822779769017,0.14999999988456938,1.6666666524159772,58.0,35.0
STATE BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,4813519763070.965,1.2880387544195888e-12,267.4177646150536,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,4813519763070.965,53483.55292301072,0.004999999999906513,0.05555555554401399,48.0,429.0
SUMITOMO CHEMICAL INDIA LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,30608265521.315243,1.8818446265727805e-08,17.004591956286244,Other business activities,0.05,Chemicals & Fertilizers,30608265521.315243,340.0918391257249,0.04999999985298089,0.5555555374050485,255.0,246.0
SUNDARAM FINANCE LIMITED,Financial Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,65202602708.63282,9.570170117110716e-09,3.622366817146268,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,65202602708.63282,724.4733634292536,0.004999999993098435,0.05555555470351051,389.0,466.0
SUPREME PETROCHEM LIMITED,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,60016343544.3,1.1596841108560034e-08,33.34241308016667,Other business activities,0.05,Chemicals & Fertilizers,60016343544.3,666.8482616033334,0.049999999925020425,0.555555546298818,184.0,186.0
SUZLON ENERGY LIMITED,Other Business Services,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,108068560157.79092,1.0410058192293736e-08,60.03808897655051,Other business activities,0.05,Power Generation,108068560157.79092,1200.7617795310102,0.04999999995835976,0.5555555504147861,127.0,143.0
Safari Industries India Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,17715679015.49774,2.8449375243201178e-08,9.842043897498746,Other business activities,0.05,Chemicals & Fertilizers,17715679015.49774,196.8408779499749,0.049999999745987726,0.5555555241960167,329.0,311.0
Sandur Manganese  Iron Ores Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,19385379764.28868,3.1570183686956346e-08,10.769655424604823,Other business activities,0.05,Chemicals & Fertilizers,19385379764.28868,215.39310849209645,0.0499999997678663,0.555555526897075,320.0,304.0
Schneider Electric Infrastructure Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,26366369780.809803,2.5031887418963796e-08,14.647983211561002,Other business activities,0.05,Chemicals & Fertilizers,26366369780.809803,292.95966423122,0.04999999982932805,0.5555555344849441,274.0,260.0
Sheela Foam Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,2587.5099999924782,0.2875351206380507,1.4375055555513769e-06,Other business activities,0.05,Chemicals & Fertilizers,2587.5099999924782,2.8750111111027535e-05,0.048319334008084885,0.40069729577182805,476.0,418.0
Shoppers Stop Limited,Retail,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,44355850065.12289,1.2985885720921176e-08,24.64213892506827,Other business activities,0.05,Chemicals & Fertilizers,44355850065.12289,492.8427785013654,0.04999999989854777,0.555555543030589,216.0,214.0
Shree Renuka Sugars Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,102793985273.32652,6.070394083280265e-09,57.10776959629251,Other business activities,0.05,Chemicals & Fertilizers,102793985273.32652,1142.1553919258502,0.04999999995622312,0.5555555501510024,133.0,146.0
Shriram Finance Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,418632991803.2786,1.662554107362517e-09,23.25738843351548,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,418632991803.2786,4651.477686703096,0.004999999998925073,0.05555555542284849,222.0,442.0
Shyam Metalics and Energy Limited,Other Business Services,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,151374887000.43402,7.431880031704166e-09,84.09715944468557,Other business activities,0.05,Power Generation,151374887000.43402,1681.9431888937113,0.049999999970272484,0.5555555518854914,101.0,130.0
Signatureglobal India Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,24980154658.9082,2.0176015996773185e-08,13.877863699393444,Other business activities,0.05,Chemicals & Fertilizers,24980154658.9082,277.5572739878689,0.049999999819857,0.5555555333156799,279.0,264.0
Sobha Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,42025135276.09362,1.456271338519978e-08,23.347297375607567,Other business activities,0.05,Chemicals & Fertilizers,42025135276.09362,466.94594751215135,0.049999999892921226,0.5555555423359541,220.0,217.0
Solar Industries India Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,4456.600000000828,0.1480949602835967,2.4758888888893492e-06,Other business activities,0.05,Chemicals & Fertilizers,4456.600000000828,4.951777777778698e-05,0.049010249417147066,0.4537420534561767,469.0,412.0
Sona BLW Precision Forgings Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,35460.20999993625,0.0209812632243671,1.970011666663125e-05,Other business activities,0.05,Chemicals & Fertilizers,35460.20999993625,0.00039400233333262497,0.04987341846925776,0.540318244647129,447.0,394.0
Sonata Software Limited,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,101572474365.33269,4.725689740249421e-10,56.42915242518483,Other business activities,0.05,Information Technology,101572474365.33269,1128.5830485036965,0.04999999995569666,0.5555555500860074,137.0,150.0
Star Cement Limited,Cement,Chennai,Tamil Nadu,0.52,1.0,0.52,Tier 2,75%,31738009283.135635,1.6384140396490092e-08,35.2644547590396,Construction,0.1,Cement,31738009283.135635,352.644547590396,0.09999999971642835,1.1111110761022653,180.0,85.0
Star Health and Allied Insurance Company Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,167813190436.93323,4.1474689694405605e-09,9.32295502427407,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,167813190436.93323,1864.5910048548137,0.004999999997318447,0.055555555224499606,334.0,457.0
Steel Authority of India Limited,Steel & Iron,Hyderabad,Telangana,0.45,1.8,0.81,Tier 2,75%,985697236.7018042,8.21753343562475e-07,1.0952191518908936,Construction,0.1,Steel & Iron,985697236.7018042,10.952191518908934,0.09999999086940814,1.1111099838785872,404.0,87.0
Sterling and Wilson Renewable Energy Limited,Other Business Services,Pune,Maharashtra,0.42,2.5,1.05,Tier 2,75%,63019744048.760735,1.6661445009798453e-08,35.01096891597819,Other business activities,0.05,Power Generation,63019744048.760735,700.2193783195637,0.049999999928593816,0.5555555467399764,181.0,183.0
Sun Pharma Advanced Research Company Limited,Pharmaceuticals,Ahmedabad,Gujarat,0.51,0.5,0.255,Tier 2,75%,717659763.7901307,3.553215783664459e-07,1.1960996063168845,Chemicals nec,0.15,Pharmaceuticals,717659763.7901307,7.973997375445897,0.14999998118885996,1.6666643443066451,402.0,48.0
Sun Pharmaceutical Industries Limited,Pharmaceuticals,Mumbai,Maharashtra,0.55,0.5,0.275,Tier 2,75%,230033744709.4656,1.1954767781889007e-09,383.38957451577596,Chemicals nec,0.15,Pharmaceuticals,230033744709.4656,2555.93049677184,0.14999999994131297,1.6666666594213528,38.0,31.0
Sun TV Network Limited,Media & Entertainment,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,38787021484.375,1.918167396018572e-08,21.548345269097226,Other business activities,0.05,Chemicals & Fertilizers,38787021484.375,430.96690538194446,0.049999999883981815,0.5555555412323228,232.0,227.0
Sundram Fasteners Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,52097365948.91672,1.1056221164133096e-08,28.942981082731514,Other business activities,0.05,Chemicals & Fertilizers,52097365948.91672,578.8596216546302,0.04999999991362328,0.5555555448917623,200.0,201.0
Supreme Industries Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,104462677460.91524,5.9734252956848625e-09,58.03482081161958,Other business activities,0.05,Chemicals & Fertilizers,104462677460.91524,1160.6964162323916,0.04999999995692241,0.5555555502373352,132.0,145.0
Syngene International Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,36424031199.40663,1.910826388736836e-08,20.23557288855924,Other business activities,0.05,Chemicals & Fertilizers,36424031199.40663,404.71145777118477,0.049999999876455196,0.5555555403031104,240.0,234.0
Syrma SGS Technology Limited,Other Business Services,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,22777499815.55505,1.975633865191337e-09,12.65416656419725,Other business activities,0.05,Information Technology,22777499815.55505,253.083331283945,0.04999999980243662,0.5555555311650151,309.0,293.0
TATA CHEMICALS LIMITED,Chemicals,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,148869999537.262,3.385504141644397e-09,248.11666589543665,Chemicals nec,0.15,Chemicals & Fertilizers,148869999537.262,1654.1111059695777,0.14999999990931684,1.6666666554712164,50.0,33.0
TATA COMMUNICATIONS LIMITED,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,13046.21286641747,0.0469101651388321,7.247896036898595e-06,Other business activities,0.05,Chemicals & Fertilizers,13046.21286641747,0.0001449579207379719,0.049657435514652466,0.516003573762384,460.0,404.0
TBO Tek Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,5759422670.73457,1.145948192609073e-07,3.1996792615192056,Other business activities,0.05,Chemicals & Fertilizers,5759422670.73457,63.993585230384106,0.0499999992186717,0.5555554590952867,391.0,361.0
TEGA INDUSTRIES LIMITED,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,8926470588.235294,8.334761120263592e-08,4.959150326797386,Other business activities,0.05,Chemicals & Fertilizers,8926470588.235294,99.18300653594771,0.049999999495881395,0.5555554933186965,379.0,354.0
THE NEW INDIA ASSURANCE COMPANY LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,436198592071.1375,1.3204994478892381e-09,242.33255115063196,Other business activities,0.05,Chemicals & Fertilizers,436198592071.1375,4846.651023012639,0.0499999999896836,0.5555555542819257,51.0,101.0
THE PHOENIX MILLS LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,4861204206.17409,1.2836325600300305e-07,2.7006690034300505,Other business activities,0.05,Chemicals & Fertilizers,4861204206.17409,54.013380068601,0.04999999907430347,0.5555554412720535,395.0,364.0
TITAGARH RAIL SYSTEMS LIMITED,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,3865.8200000001534,0.1800394224252479,2.147677777777863e-06,Other business activities,0.05,Chemicals & Fertilizers,3865.8200000001534,4.295355555555726e-05,0.04886243560121547,0.4413804410721719,471.0,414.0
TRIDENT LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,69658899772.67415,7.752060422462081e-09,38.699388762596755,Other business activities,0.05,Chemicals & Fertilizers,69658899772.67415,773.987775251935,0.049999999935399504,0.555555547580185,168.0,173.0
TTK PRESTIGE LIMITED,Real Estate,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,2530.3199999986214,0.1991842928958687,2.8114666666651353e-06,Construction,0.1,Chemicals & Fertilizers,2530.3199999986214,2.811466666665135e-05,0.09656530500091412,0.7963772878000388,467.0,91.0
TVS Holdings Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,,,,Other business activities,0.05,Chemicals & Fertilizers,,,,,,
TVS Motor Company Limited,Automobile,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,36251.32595441931,0.0182062306032571,4.0279251060465906e-05,Construction,0.1,Chemicals & Fertilizers,36251.32595441931,0.00040279251060465905,0.09975234805655445,1.0812836866465252,442.0,89.0
TVS Supply Chain Solutions Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,18706250000.0,3.9772803207484137e-08,10.392361111111112,Other business activities,0.05,Chemicals & Fertilizers,18706250000.0,207.84722222222223,0.049999999759438696,0.55555552585663,324.0,308.0
Tamilnad Mercantile Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,61418657026.94268,7.815214842444976e-11,3.4121476126079266,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,61418657026.94268,682.4295225215853,0.004999999992673236,0.05555555465101682,390.0,467.0
Tanla Platforms Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,40286090686.274506,1.5489216982093452e-08,22.381161492374726,Other business activities,0.05,Chemicals & Fertilizers,40286090686.274506,447.6232298474945,0.049999999888298924,0.5555555417652986,230.0,225.0
Tata Consultancy Services Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,2553239865353.28,2.725948350738672e-10,1418.4665918629335,Other business activities,0.05,Chemicals & Fertilizers,2553239865353.28,28369.331837258665,0.04999999999823754,0.5555555553379673,9.0,92.0
Tata Consumer Products Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,176182749061.8341,3.064999285545707e-09,97.87930503435229,Other business activities,0.05,Chemicals & Fertilizers,176182749061.8341,1957.5861006870457,0.04999999997445834,0.5555555524022642,92.0,125.0
Tata Elxsi Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,3729.039999987428,0.1351554287435102,2.0716888888819044e-06,Other business activities,0.05,Chemicals & Fertilizers,3729.039999987428,4.1433777777638086e-05,0.04882169340985829,0.43807810652635887,472.0,415.0
Tata Investment Corporation Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,8084000000.0,7.570509648688767e-08,4.4911111111111115,Other business activities,0.05,Chemicals & Fertilizers,8084000000.0,89.82222222222222,0.04999999944334489,0.5555554868327097,381.0,356.0
Tata Motors Limited,Automobile,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,680230265661.8711,9.702596801655291e-10,755.811406290968,Construction,0.1,Chemicals & Fertilizers,680230265661.8711,7558.114062909679,0.09999999998676919,1.1111111094776775,19.0,67.0
Tata Steel Limited,Steel & Iron,Delhi,Delhi,0.62,1.8,1.116,Tier 2,75%,1325166642158.6152,8.421582346670786e-10,1472.4073801762393,Construction,0.1,Steel & Iron,1325166642158.6152,14724.073801762392,0.09999999999320841,1.111111110272642,8.0,63.0
Tata Technologies Limited,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,51685144783.81595,9.287001168473099e-10,28.713969324342198,Other business activities,0.05,Information Technology,51685144783.81595,574.2793864868439,0.04999999991293437,0.5555555448067119,201.0,202.0
Tata Teleservices Maharashtra Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,13080316536.292522,4.770526754980703e-08,7.266842520162513,Other business activities,0.05,Chemicals & Fertilizers,13080316536.292522,145.33685040325025,0.049999999655971634,0.5555555130829203,356.0,334.0
Tech Mahindra Limited,IT Services,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,529874324987.727,1.0945991769150808e-10,58.87492499863634,Computer and related activities,0.01,Information Technology,529874324987.727,5887.492499863633,0.009999999998301484,0.1111111109014178,129.0,424.0
Techno Electric  Engineering Company Limited,Other Business Services,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,2402.000000004376,0.0187343880099575,1.3344444444468757e-06,Other business activities,0.05,Information Technology,2402.000000004376,2.6688888888937512e-05,0.048194221508831424,0.3922529231173307,477.0,419.0
Tejas Networks Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,8915.730000000045,0.0565293027043211,4.953183333333359e-06,Other business activities,0.05,Chemicals & Fertilizers,8915.730000000045,9.906366666666717e-05,0.049500318130790075,0.4995278545637423,464.0,408.0
The Ramco Cements Limited,Cement,Ahmedabad,Gujarat,0.51,1.0,0.51,Tier 2,75%,84956751985.8782,6.003054355053192e-09,94.39639109542023,Construction,0.1,Cement,84956751985.8782,943.9639109542022,0.09999999989406376,1.1111110980325616,94.0,77.0
Thermax Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,62541400266.58834,1.0553009641400588e-08,34.74522237032686,Other business activities,0.05,Chemicals & Fertilizers,62541400266.58834,694.9044474065371,0.04999999992804766,0.555555546672551,182.0,184.0
Thomas Cook  India  Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,20737053965.08184,3.5877806039989434e-08,11.52058553615658,Other business activities,0.05,Chemicals & Fertilizers,20737053965.08184,230.41171072313156,0.04999999978299715,0.5555555287650804,317.0,301.0
Timken India Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,31478148965.35273,1.82984075916913e-08,17.487860536307075,Other business activities,0.05,Chemicals & Fertilizers,31478148965.35273,349.75721072614147,0.049999999857043696,0.5555555379066291,252.0,244.0
Titan Company Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,548466497812.572,1.1377176226600447e-09,304.70360989587334,Other business activities,0.05,Chemicals & Fertilizers,548466497812.572,6094.072197917467,0.0499999999917953,0.5555555545426303,41.0,98.0
Torrent Pharmaceuticals Limited,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,96824200762.33282,2.995118965266147e-09,161.37366793722137,Chemicals nec,0.15,Pharmaceuticals,96824200762.33282,1075.8244529148092,0.14999999986057203,1.6666666494533395,69.0,36.0
Torrent Power Limited,Power,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,291652698347.2974,3.857327589886928e-09,388.8702644630632,Production of electricity by coal,0.12,Power Generation,291652698347.2974,3240.5855371921934,0.11999999996296966,1.3333333287616858,37.0,54.0
Triveni Engineering  Industries Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,66553990575.95521,7.57279910097662e-09,36.974439208864005,Other business activities,0.05,Chemicals & Fertilizers,66553990575.95521,739.4887841772801,0.04999999993238573,0.555555547208114,175.0,179.0
Triveni Turbine Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,17928673944.57592,3.4135262981072416e-08,9.960374413653291,Other business activities,0.05,Chemicals & Fertilizers,17928673944.57592,199.2074882730658,0.04999999974900543,0.5555555245685722,328.0,310.0
Tube Investments of India Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,74314113108.08296,8.881220166620188e-09,41.28561839337942,Other business activities,0.05,Chemicals & Fertilizers,74314113108.08296,825.7123678675885,0.049999999939446226,0.5555555480797811,159.0,167.0
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,1275431762065.0957,4.8610989504929424e-12,70.85732011472754,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,1275431762065.0957,14171.464022945507,0.004999999999647179,0.05555555551199732,111.0,434.0
UNITED BREWERIES LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,194690476190.4762,2.9585422526598992e-09,108.16137566137566,Other business activities,0.05,Chemicals & Fertilizers,194690476190.4762,2163.227513227513,0.049999999976886395,0.5555555527020233,83.0,120.0
UPL LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,114629157128.52698,5.443641178486075e-09,63.68286507140388,Other business activities,0.05,Chemicals & Fertilizers,114629157128.52698,1273.6573014280775,0.049999999960742975,0.555555550709009,121.0,138.0
UTI Asset Management Company Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,14492334352.701324,4.802538935835881e-08,8.051296862611848,Other business activities,0.05,Chemicals & Fertilizers,14492334352.701324,161.02593725223693,0.04999999968949102,0.555555517221116,347.0,326.0
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,72004944894.17732,6.249570785191855e-11,4.000274716343184,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,72004944894.17732,800.0549432686369,0.004999999993750429,0.055555554784003605,382.0,463.0
UltraTech Cement Limited,Cement,Pune,Maharashtra,0.42,1.0,0.42,Tier 2,75%,75955.13000030053,0.0055295804246314,8.439458888922282e-05,Construction,0.1,Cement,75955.13000030053,0.0008439458888922281,0.09988164922592724,1.0966726830153264,433.0,88.0
United Spirits Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,267802075293.71408,2.2852698184985464e-09,148.77893071873004,Other business activities,0.05,Chemicals & Fertilizers,267802075293.71408,2975.578614374601,0.04999999998319655,0.5555555534810549,73.0,113.0
Uno Minda Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,124556561027.22562,5.298797546728486e-09,69.1980894595698,Other business activities,0.05,Chemicals & Fertilizers,124556561027.22562,1383.9617891913958,0.04999999996387184,0.5555555510952884,115.0,135.0
Usha Martin Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,21710622052.569912,3.4268939793548294e-08,12.061456695872174,Other business activities,0.05,Chemicals & Fertilizers,21710622052.569912,241.22913391744348,0.049999999792728185,0.555555529966444,313.0,297.0
