Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,Revenue_Cr,MSA_Intensity,Scope3_Biodiversity_MSA,Exiobase_Sector,Factor_Used,Sector_Original,Revenue_INR,Revenue_Million_EUR,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank
Gujarat Pipavav Port Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,9876749688.187113,7.532842518929544e-08,5.487083160103952,Other business activities,0.05,Chemicals & Fertilizers,9876749688.187113,109.74166320207902,0.049999999544384534,0.5555554993067372,374.0,349.0
Gujarat State Petronet Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,11107813639.192677,5.1855389252089054e-08,6.171007577329265,Other business activities,0.05,Chemicals & Fertilizers,11107813639.192677,123.42015154658529,0.04999999959487978,0.5555555055407171,366.0,343.0
HCL Technologies Limited,IT Services,Chennai,Tamil Nadu,0.52,0.1,0.052,Tier 2,75%,1170550.0000410574,4.442356157206108e-05,0.00013006111111567306,Computer and related activities,0.01,Information Technology,1170550.0000410574,0.013006111111567305,0.009999231189776562,0.1110162699936964,428.0,426.0
HDFC Asset Management Company Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,3498.029999983964,0.1989691340563661,1.9433499999910913e-07,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,3498.029999983964,3.8866999999821824e-05,0.004874582988435992,0.043204469512164646,482.0,482.0
HDFC Bank Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,3460043223750.4194,1.300561787526558e-12,192.22462354169,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,3460043223750.4194,38444.924708337996,0.004999999999869944,0.05555555553949924,59.0,430.0
HDFC Life Insurance Company Limited,Financial Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,710372093023.2559,7.094873305833825e-10,39.46511627906977,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,710372093023.2559,7893.023255813954,0.0049999999993665285,0.05555555547734928,163.0,437.0
HEG Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,21527084093.08324,2.842930316775409e-08,11.959491162824023,Other business activities,0.05,Chemicals & Fertilizers,21527084093.08324,239.18982325648045,0.04999999979096101,0.5555555297482736,315.0,299.0
HERO MOTOCORP LIMITED,Automobile,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,407555534139.6425,1.6194112083234802e-09,452.8394823773806,Construction,0.1,Chemicals & Fertilizers,407555534139.6425,4528.394823773806,0.09999999997791711,1.1111111083848297,33.0,70.0
HFCL Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,37952409368.939285,1.9603498496432716e-08,21.084671871632935,Other business activities,0.05,Chemicals & Fertilizers,37952409368.939285,421.6934374326587,0.04999999988143045,0.5555555409173402,236.0,231.0
HINDALCO INDUSTRIES LIMITED,Steel & Iron,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,932911220665.9106,6.174220946649694e-10,1036.568022962123,Construction,0.1,Chemicals & Fertilizers,932911220665.9106,10365.68022962123,0.09999999999035278,1.1111111099200963,14.0,66.0
HINDUSTAN AERONAUTICS LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,309810500212.81714,2.0141344453185342e-09,172.1169445626762,Other business activities,0.05,Chemicals & Fertilizers,309810500212.81714,3442.338891253524,0.049999999985475,0.5555555537623447,65.0,108.0
HINDUSTAN COPPER LIMITED,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,20709682397.604862,3.3607468556856984e-08,11.50537910978048,Other business activities,0.05,Chemicals & Fertilizers,20709682397.604862,230.10758219560958,0.04999999978271034,0.555555528729672,318.0,302.0
HONEYWELL AUTOMATION INDIA LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,41898052115.58308,1.2888427330948843e-08,23.276695619768375,Other business activities,0.05,Chemicals & Fertilizers,41898052115.58308,465.5339123953675,0.04999999989259644,0.555555542295857,221.0,218.0
Happiest Minds Technologies Limited,Other Business Services,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,14813692115.143929,2.835214858898256e-09,8.229828952857739,Other business activities,0.05,Information Technology,14813692115.143929,164.59657905715477,0.04999999969622698,0.5555555180527162,345.0,324.0
Happy Forgings Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,14088943513.594864,4.3438317387635344e-08,7.827190840886036,Other business activities,0.05,Chemicals & Fertilizers,14088943513.594864,156.5438168177207,0.049999999680600614,0.5555555161235347,351.0,329.0
Hindustan Petroleum Corporation Limited,Oil & Gas,Mumbai,Maharashtra,0.55,2.0,1.1,Tier 2,75%,4642464923111.46,2.3694309342519726e-10,20633.177436050933,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,4642464923111.46,51582.94359012733,0.3999999999922455,4.444444443487098,3.0,10.0
Hindustan Unilever Limited,FMCG / Consumer Goods,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,61516.99999998505,0.012094217858481,0.00034176111111102804,Food products nec,0.5,Chemicals & Fertilizers,61516.99999998505,0.0006835222222220561,0.4992695635236254,5.466690837869856,419.0,6.0
Hindustan Zinc Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,340833904742.8792,1.689972716870779e-09,189.3521693015996,Other business activities,0.05,Chemicals & Fertilizers,340833904742.8792,3787.0433860319913,0.0499999999867971,0.5555555539255665,62.0,106.0
Hitachi Energy India Limited,Other Business Services,Chennai,Tamil Nadu,0.52,2.5,1.3,Tier 2,75%,63849728112.3227,2.0360305962667145e-08,35.47207117351261,Other business activities,0.05,Power Generation,63849728112.3227,709.4414234702522,0.04999999992952202,0.5555555468545702,178.0,181.0
Home First Finance Company India Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,12900000000.0,5.3953488372093034e-08,0.7166666666666667,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,12900000000.0,143.33333333333334,0.004999999965116279,0.055555551248923675,408.0,473.0
Honasa Consumer Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,18659908536.58536,2.8939048599367704e-08,10.366615853658535,Other business activities,0.05,Chemicals & Fertilizers,18659908536.58536,207.33231707317069,0.04999999975884127,0.5555555257828734,325.0,309.0
ICICI Bank Limited,Financial Services,Pune,Maharashtra,0.42,0.01,0.0042,Tier 2,75%,1917286152931.8545,2.1905963246944075e-12,106.51589738510303,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,1917286152931.8545,21303.179477020607,0.004999999999765293,0.05555555552657941,84.0,431.0
ICICI Lombard General Insurance Company Limited,Financial Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,282656866197.1831,2.165169409233685e-09,15.703159233176839,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,282656866197.1831,3140.6318466353678,0.004999999998407964,0.055555555359007865,265.0,448.0
ICICI Prudential Life Insurance Company Limited,Financial Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,709817905918.0576,9.298159351818203e-10,39.43432810655876,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,709817905918.0576,7886.865621311751,0.004999999999366035,0.05555555547728823,164.0,438.0
IDBI Bank Limited,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,33828.32999984252,0.0001832783350531,1.879351666657918e-06,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,33828.32999984252,0.00037587033333158357,0.004986732837377251,0.053960430105790776,474.0,478.0
IDFC FIRST Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,435239648012.65576,1.1028407044066967e-11,24.179980445147546,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,435239648012.65576,4835.996089029509,0.004999999998966087,0.05555555542791196,218.0,441.0
IFCI Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,6799711991.621574,9.176859266523001e-08,3.777617773123097,Other business activities,0.05,Chemicals & Fertilizers,6799711991.621574,75.55235546246193,0.04999999933820728,0.5555554738527607,386.0,359.0
IIFL Finance Limited,Financial Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,40660961357.21018,1.7117155541050243e-08,2.258942297622788,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,40660961357.21018,451.7884595245576,0.004999999988932874,0.05555555418924369,396.0,469.0
INDIAN OVERSEAS BANK,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,336750416371.3678,1.3363012430658458e-11,18.708356465075987,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,336750416371.3678,3741.6712930151975,0.004999999998663698,0.05555555539058009,246.0,445.0
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Financial Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,275071428571.4286,1.8322513632822643e-09,15.281746031746033,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,275071428571.4286,3056.3492063492067,0.004999999998364061,0.05555555535358781,269.0,450.0
INOX India Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,12963020079.684437,4.721122055184677e-08,7.20167782204691,Other business activities,0.05,Chemicals & Fertilizers,12963020079.684437,144.03355644093818,0.04999999965285868,0.5555555126986049,358.0,335.0
INTELLECT DESIGN ARENA LIMITED,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,16280999583.452332,4.053805152546103e-08,9.04499976858463,Other business activities,0.05,Chemicals & Fertilizers,16280999583.452332,180.89999537169257,0.0499999997236042,0.5555555214326187,337.0,317.0
IRB Infrastructure Developers Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,80315314481.12886,9.263488598738072e-09,44.6196191561827,Other business activities,0.05,Chemicals & Fertilizers,80315314481.12886,892.392383123654,0.049999999943970835,0.5555555486383748,155.0,164.0
ISGEC Heavy Engineering Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,50000000000.0,1.152e-08,27.77777777777778,Other business activities,0.05,Chemicals & Fertilizers,50000000000.0,555.5555555555555,0.04999999991,0.5555555444444447,206.0,206.0
ITC Limited,FMCG / Consumer Goods,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,743256484149.856,8.395486797720132e-10,4129.202689721422,Food products nec,0.5,Chemicals & Fertilizers,743256484149.856,8258.405379442844,0.4999999999394556,5.555555548080941,5.0,1.0
Indegene Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,10935000000.0,6.364883401920439e-08,6.075,Other business activities,0.05,Chemicals & Fertilizers,10935000000.0,121.5,0.049999999588477374,0.5555555047502968,367.0,344.0
Indian Energy Exchange Limited,Other Business Services,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,5353700999.989366,2.101350075400615e-07,2.9742783333274256,Other business activities,0.05,Power Generation,5353700999.989366,59.48556666654851,0.04999999915945999,0.5555554517852008,393.0,363.0
Indian Oil Corporation Limited,Oil & Gas,Pune,Maharashtra,0.42,2.0,0.84,Tier 2,75%,8452401055408.971,9.938004532599128e-11,37566.22691292876,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,8452401055408.971,93915.56728232189,0.39999999999574093,4.4444444439186235,1.0,8.0
Indian Renewable Energy Development Agency Limited,Other Business Services,Ahmedabad,Gujarat,0.51,2.5,1.275,Tier 2,75%,67552914798.20628,1.8874093054439963e-08,37.52939711011461,Other business activities,0.05,Power Generation,67552914798.20628,750.5879422022921,0.04999999993338556,0.5555555473315501,172.0,176.0
Indus Towers Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,301227774257.35614,2.191033020202593e-09,167.348763476309,Other business activities,0.05,Chemicals & Fertilizers,301227774257.35614,3346.9752695261795,0.04999999998506115,0.5555555537112518,68.0,111.0
IndusInd Bank Limited,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,267218794584.3645,2.320196081134023e-11,14.84548858802025,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,267218794584.3645,2969.09771760405,0.004999999998315987,0.055555555347652684,272.0,451.0
Infibeam Avenues Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,37256786500.36685,1.5460270573639743e-08,20.69821472242603,Other business activities,0.05,Chemicals & Fertilizers,37256786500.36685,413.96429444852055,0.04999999987921664,0.5555555406440297,238.0,233.0
Infosys Limited,IT Services,Chennai,Tamil Nadu,0.52,0.1,0.052,Tier 2,75%,1629808355691.836,3.1905591733162124e-11,181.08981729909286,Computer and related activities,0.01,Information Technology,1629808355691.836,18108.981729909287,0.009999999999447787,0.11111111104293675,63.0,421.0
Inox Wind Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,35617128463.47607,1.9541159830268743e-08,19.78729359082004,Other business activities,0.05,Chemicals & Fertilizers,35617128463.47607,395.7458718164007,0.0499999998736563,0.5555555399575678,242.0,236.0
InterGlobe Aviation Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,808029916604.5837,6.682920878339872e-10,448.9055092247688,Other business activities,0.05,Chemicals & Fertilizers,808029916604.5837,8978.110184495376,0.0499999999944309,0.5555555548680123,34.0,96.0
Ion Exchange India Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,25400338447.65343,1.984225529272667e-08,14.111299137585242,Other business activities,0.05,Chemicals & Fertilizers,25400338447.65343,282.2259827517048,0.04999999982283701,0.5555555336835819,277.0,262.0
Ipca Laboratories Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,6749209856.738395,9.067728119151321e-08,3.749561031521331,Other business activities,0.05,Chemicals & Fertilizers,6749209856.738395,74.99122063042661,0.0499999993332553,0.5555554732414055,387.0,360.0
Ircon International Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,101931562151.75768,6.474932651550845e-09,56.628645639865375,Other business activities,0.05,Chemicals & Fertilizers,101931562151.75768,1132.5729127973075,0.04999999995585273,0.5555555501052756,135.0,148.0
JAI BALAJI INDUSTRIES LIMITED,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,63508039780.02647,1.1715052182007216e-08,35.28224432223693,Other business activities,0.05,Chemicals & Fertilizers,63508039780.02647,705.6448864447385,0.04999999992914283,0.555555546807757,179.0,182.0
JAIPRAKASH POWER VENTURES LIMITED,Power,Bangalore,Karnataka,0.48,2.5,1.2,Tier 2,75%,54622012735.99906,2.19691648090648e-08,72.82935031466542,Production of electricity by coal,0.12,Power Generation,54622012735.99906,606.9112526222118,0.11999999980227752,1.3333333089231507,110.0,57.0
JBM Auto Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,54723465754.29259,1.1402786563295335e-08,30.401925419051437,Other business activities,0.05,Chemicals & Fertilizers,54723465754.29259,608.0385083810287,0.04999999991776837,0.5555555454035022,191.0,192.0
JINDAL STEEL  POWER LIMITED,Steel & Iron,Kolkata,West Bengal,0.58,1.8,1.044,Tier 2,75%,479020000000.0,2.1794497098242246e-09,532.2444444444444,Construction,0.1,Steel & Iron,479020000000.0,5322.444444444444,0.09999999998121163,1.1111111087915606,27.0,69.0
JK CEMENT LIMITED,Cement,Hyderabad,Telangana,0.45,1.0,0.45,Tier 2,75%,110929987345.77896,4.056612740766919e-09,123.25554149530997,Construction,0.1,Cement,110929987345.77896,1232.5554149530997,0.09999999991886774,1.1111111010947836,77.0,76.0
JK LAKSHMI CEMENT LIMITED,Cement,Pune,Maharashtra,0.42,1.0,0.42,Tier 2,75%,62456975697.58873,6.7246291596570995e-09,69.39663966398749,Construction,0.1,Cement,62456975697.58873,693.9663966398748,0.09999999985590081,1.1111110933210873,114.0,80.0
JK Tyre  Industries Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,10176.329999998565,0.0601395591534557,5.65351666666587e-06,Other business activities,0.05,Chemicals & Fertilizers,10176.329999998565,0.00011307033333331738,0.04956167393800895,0.505847327939189,463.0,407.0
JM Financial Limited,Financial Services,Mumbai,Maharashtra,0.55,0.01,0.0055,Tier 2,75%,10372409028.09765,5.302529031685057e-10,0.5762449460054251,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,10372409028.09765,115.24898920108501,0.004999999956615673,0.055555550199466154,409.0,474.0
JSW Energy Limited,Other Business Services,Delhi,Delhi,0.62,1.8,1.116,Tier 2,75%,126394938352.25972,8.829467497264283e-09,70.21941019569985,Other business activities,0.05,Steel & Iron,126394938352.25972,1404.388203913997,0.04999999996439731,0.5555555511601616,113.0,134.0
JSW Infrastructure Limited,Other Business Services,Bangalore,Karnataka,0.48,1.8,0.864,Tier 2,75%,44761530942.10773,1.930228885865082e-08,24.86751719005985,Other business activities,0.05,Steel & Iron,44761530942.10773,497.35034380119697,0.04999999989946725,0.5555555431441047,214.0,212.0
JSW Steel Limited,Steel & Iron,Chennai,Tamil Nadu,0.52,1.8,0.936,Tier 2,75%,1256780084662.5432,7.447603693141941e-10,1396.4223162917149,Construction,0.1,Steel & Iron,1256780084662.5432,13964.223162917147,0.09999999999283884,1.1111111102270177,10.0,64.0
JUBILANT INGREVIA LIMITED,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,41776151901.81807,1.6660222838037665e-08,23.20897327878782,Other business activities,0.05,Chemicals & Fertilizers,41776151901.81807,464.17946557575635,0.04999999989228305,0.5555555422571661,223.0,219.0
JYOTHY LABS LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,28439200119.53438,1.898787580980816e-08,15.799555621963547,Other business activities,0.05,Chemicals & Fertilizers,28439200119.53438,315.9911124392709,0.04999999984176771,0.5555555360207046,263.0,254.0
JYOTI CNC AUTOMATION LIMITED,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,16150324437.915216,3.120680342599108e-08,8.972402465508454,Other business activities,0.05,Chemicals & Fertilizers,16150324437.915216,179.44804931016907,0.04999999972136783,0.555555521156524,338.0,318.0
Jindal Stainless Limited,Steel & Iron,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,401819782181.8428,1.5230708569819502e-09,446.466424646492,Construction,0.1,Chemicals & Fertilizers,401819782181.8428,4464.664246464919,0.09999999997760191,1.1111111083459135,35.0,71.0
Jio Financial Services Limited,Financial Services,Mumbai,Maharashtra,0.55,0.01,0.0055,Tier 2,75%,8056084070.79646,6.827138286624466e-10,0.4475602261553589,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,8056084070.79646,89.51204523107178,0.004999999944141596,0.05555554865945714,410.0,475.0
Jubilant FoodWorks Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,61046694982.06974,1.2187391966404132e-08,33.9148305455943,Other business activities,0.05,Chemicals & Fertilizers,61046694982.06974,678.296610911886,0.04999999992628593,0.555555546455054,183.0,185.0
Jubilant Pharmova Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,72609009009.00902,7.932899895776464e-09,40.338338338338346,Other business activities,0.05,Chemicals & Fertilizers,72609009009.00902,806.7667667667669,0.049999999938024224,0.5555555479042248,162.0,170.0
Juniper Hotels Limited,Hotels & Tourism,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,94427.25000069164,0.0066082619158709,5.245958333371757e-05,Other business activities,0.05,Chemicals & Fertilizers,94427.25000069164,0.0010491916666743515,0.049952389643160726,0.5497337849863363,438.0,387.0
Jupiter Life Line Hospitals Limited,Healthcare,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,10599884261.529709,6.566109429383126e-08,5.888824589738728,Other business activities,0.05,Chemicals & Fertilizers,10599884261.529709,117.77649179477454,0.04999999957546707,0.5555555031440869,369.0,346.0
Jupiter Wagons Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,38706395645.74654,1.3951182769438284e-08,21.503553136525852,Other business activities,0.05,Chemicals & Fertilizers,38706395645.74654,430.07106273051704,0.04999999988374015,0.5555555412024872,233.0,228.0
Just Dial Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,11419220060.268677,4.413611414264502e-08,6.3440111445937095,Other business activities,0.05,Chemicals & Fertilizers,11419220060.268677,126.88022289187418,0.04999999960592756,0.5555555069046404,363.0,340.0
KARUR VYSYA BANK LIMITED,Financial Services,Ahmedabad,Gujarat,0.51,0.01,0.0051,Tier 2,75%,11507.589999990583,0.0004431857582694,6.393105555550324e-07,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,11507.589999990583,0.00012786211111100648,0.004961198835275228,0.051113808140138405,479.0,479.0
KEC International Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,197716146795.91144,3.338118867354177e-09,109.84230377550635,Other business activities,0.05,Chemicals & Fertilizers,197716146795.91144,2196.846075510127,0.049999999977240105,0.5555555527456912,82.0,119.0
KEI INDUSTRIES LIMITED,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,97359160305.3435,7.641807896315289e-09,54.088422391857506,Other business activities,0.05,Chemicals & Fertilizers,97359160305.3435,1081.76844783715,0.049999999953779385,0.5555555498493072,140.0,152.0
KFin Technologies Limited,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,10554681599.166555,4.547744955545631e-09,5.863711999536975,Other business activities,0.05,Information Technology,10554681599.166555,117.2742399907395,0.049999999573648916,0.5555555029196236,370.0,347.0
KIOCL Limited,Oil & Gas,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,5896516665.241037,1.0582519060420433e-07,26.20674073440461,Mining of coal and lignite; extraction of peat,0.4,Chemicals & Fertilizers,5896516665.241037,65.51685183601153,0.39999999389470065,4.444443690703898,210.0,19.0
KNR Constructions Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,31762893847.92107,2.1912361113329548e-08,17.64605213773393,Other business activities,0.05,Chemicals & Fertilizers,31762893847.92107,352.9210427546786,0.04999999985832525,0.5555555380648464,251.0,243.0
KOTAK MAHINDRA BANK LIMITED,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,678806737082.5007,6.629280109005576e-12,37.711485393472266,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,678806737082.5007,7542.2970786944525,0.004999999999337072,0.055555555473712596,170.0,440.0
KPI GREEN ENERGY LIMITED,Other Business Services,Pune,Maharashtra,0.42,2.5,1.05,Tier 2,75%,17354663249.099743,6.050247042704605e-08,9.641479582833192,Other business activities,0.05,Power Generation,17354663249.099743,192.8295916566638,0.04999999974070371,0.5555555235436683,331.0,313.0
KPIT Technologies Limited,Other Business Services,Ahmedabad,Gujarat,0.51,0.1,0.051,Tier 2,75%,25640367334.847435,1.9890510667796348e-09,14.244648519359686,Other business activities,0.05,Information Technology,25640367334.847435,284.8929703871937,0.049999999824495496,0.5555555338883333,276.0,261.0
KPR MILL LIMITED,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,44008549222.79793,1.499708605840834e-08,24.449194012665515,Other business activities,0.05,Chemicals & Fertilizers,44008549222.79793,488.9838802533103,0.049999999897747144,0.5555555429317461,217.0,215.0
Kajaria Ceramics Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,46350009591.38626,1.6051776613618346e-08,25.750005328547925,Other business activities,0.05,Chemicals & Fertilizers,46350009591.38626,515.0001065709585,0.049999999902912644,0.5555555435694622,212.0,210.0
Kalpataru Projects International Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,188878912819.4,3.049572826325789e-09,104.93272934411112,Other business activities,0.05,Chemicals & Fertilizers,188878912819.4,2098.6545868822222,0.04999999997617522,0.5555555526142238,85.0,121.0
Kalyan Jewellers India Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,216396437437.93448,2.8835964555977123e-09,120.22024302107471,Other business activities,0.05,Chemicals & Fertilizers,216396437437.93448,2404.404860421494,0.04999999997920484,0.555555552988251,79.0,116.0
Kansai Nerolac Paints Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,,,,Other business activities,0.05,Chemicals & Fertilizers,,,,,,
Kaynes Technology India Limited,Other Business Services,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,19154021851.7472,2.3493760395754782e-09,10.641123250970667,Other business activities,0.05,Information Technology,19154021851.7472,212.82246501941333,0.0499999997650624,0.5555555265509146,323.0,307.0
Keystone Realtors Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,5506364637.015513,9.153044399056933e-08,3.0590914650086187,Other business activities,0.05,Chemicals & Fertilizers,5506364637.015513,61.181829300172375,0.04999999918276391,0.5555554546622273,392.0,362.0
Kirloskar Brothers Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,29013841331.08272,2.1093380673601483e-08,16.118800739490403,Other business activities,0.05,Chemicals & Fertilizers,29013841331.08272,322.37601478980804,0.04999999984490162,0.5555555364076072,260.0,251.0
Kirloskar Oil Engines Limited,Oil & Gas,Mumbai,Maharashtra,0.55,2.0,1.1,Tier 2,75%,83484.908,0.0131760341641629,0.0003710440355555555,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,83484.908,0.0009276100888888888,0.39956924870321125,4.391838073085853,417.0,20.0
Krishna Institute of Medical Sciences Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,13840737171.76584,5.3754362268919424e-08,7.689298428758801,Other business activities,0.05,Chemicals & Fertilizers,13840737171.76584,153.785968575176,0.049999999674872814,0.5555555154163991,354.0,332.0
LAURUS LABS LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,51269820824.19096,1.1234679402823705e-08,28.483233791217202,Other business activities,0.05,Chemicals & Fertilizers,51269820824.19096,569.664675824344,0.049999999912229066,0.5555555447196382,203.0,203.0
LIC Housing Finance Limited,Financial Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,280439055793.9914,2.2250823738986846e-09,15.579947544110633,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,280439055793.9914,3115.9895088221265,0.004999999998395374,0.0555555553574535,266.0,449.0
Latent View Analytics Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,3471471121.471122,2.004913696948897e-07,1.9285950674839567,Other business activities,0.05,Chemicals & Fertilizers,3471471121.471122,38.57190134967913,0.049999998703719635,0.5555553955209834,399.0,367.0
Lemon Tree Hotels Limited,Hotels & Tourism,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,12860804048.699978,4.1988043512301656e-08,7.144891138166655,Other business activities,0.05,Chemicals & Fertilizers,12860804048.699978,142.8978227633331,0.049999999650099644,0.5555555123579834,359.0,336.0
