Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Land_Degraded_ha,Land_Restored_ha,Total_Land_ha,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Renewable_Energy_Pct,Total_Energy_GJ,Renewable_Energy_GJ
Latent View Analytics Limited,Chemicals & Fertilizers,Kolkata,West Bengal,347.125,0.58,0.0374641669027132,0.005225,0.033225102146137,0.005225,0.038450102146137,0.00341715,Tier 2,75%,1.12,400.79,1921.5,3964.0,4.88,0.0,2323.41,6693.294922578321,11419.51746489017,14.058336334173568,0.0,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,100.0,,
Lemon Tree Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1450.3252215,0.45,0.0374641669027132,0.005225,0.0176717768409024,0.005225,0.0228967768409024,0.0049846499999999,Tier 2,75%,9485.86,34744.0,15400.0,877849.0,396.85,,44229.86,30496.511640510005,605277.345375049,273.6282828961339,,OK,115.0,315.0,0.0,0.0,430.0,0.0,0.0,0.0,15.6,225000.0,35100.0
Life Insurance Corporation of India,Financial Services,Pune,Maharashtra,965969.501817298,0.42,0.0011797441546504,0.000297,1.0136927612614846e-06,0.000297,0.0002980136927612,0.1451734603174603,Tier 2,75%,27014.0,84102.0,,1267441.0,2372.0,,111116.0,115.03054681431992,1312.0921495094178,2.455564068573085,,OK,45.2,0.0,0.0,0.0,45.2,0.0,0.0,0.0,0.0,125000.0,0.0
Linde India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2845.681,0.51,0.0374641669027132,0.005225,0.0072566369617864,0.005225,0.0124816369617864,0.013757425,Tier 2,75%,2863.59,1320627.48,856000.0,3953867.0,265.6,142.0,1323491.07,465087.6433444226,1389427.3462134372,93.33442504623676,0.0,OK,85.0,45.0,0.0,0.0,130.0,0.0,0.0,0.0,8.2,1250000.0,102500.0
Lloyds Metals and Energy Limited,Steel & Iron,Mumbai,Maharashtra,7855.112365401,0.55,0.0840934065650114,0.0096249999999999,0.0070645140691547,0.0096249999999999,0.0166895140691546,0.0630148749999993,Tier 2,75%,696745.33,12336.66,456000.0,1477796.0,328797.55,1420.0,709081.99,90270.12689509778,188131.7454488837,41857.77805652243,0.0,OK,1240.0,450.0,115.0,82.0,1690.0,0.0680473372781065,0.0485207100591716,-33.0,0.0,15500000.0,0.0
Lupin Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,164585.0,0.62,0.0144770016599194,0.003465,0.0004485403542626,0.003465,0.0039135403542626,0.069338115,Tier 2,75%,80181.0,245290.0,1018684.0,1704375.0,63619.0,12.0,1344155.0,8166.935018379561,10355.591335783942,386.5419084363703,0.0,OK,850.0,45.0,0.0,0.0,895.0,0.0,0.0,0.0,14.2,,
MACROTECH DEVELOPERS LIMITED,Real Estate & Construction,Bangalore,Karnataka,13779.5,0.48,0.07,0.0035,0.0032570763861962,0.0035,0.0067570763861962,0.036106,Tier 2,75%,3179.76,0.0,1380388.89,967284.0,160145.55,0.0,1383568.65,100407.7542726514,70197.32210892993,11622.014586886316,0.0,OK,1240.0,450.0,0.0,0.0,1690.0,0.0,0.0,0.0,12.0,,
MAHARASHTRA SCOOTERS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,223.5385027,0.52,0.0374641669027132,0.005225,0.1145962752318286,0.005225,0.1198212752318286,0.0008882499999999,Tier 2,75%,,,,0.0,0.0,,,,0.0,0.0,,PARTIAL ENV DATA,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1250.0,0.0
MANKIND PHARMA LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,9497.8,0.58,0.0144770016599194,0.003465,0.0008124490529998,0.003465,0.0042774490529998,0.035810775,Tier 2,75%,6538.0,29205.0,42000.0,414161.6,14955.29,0.0,35743.0,3763.2925519594014,43606.05613931648,1574.6056981616798,0.0,OK,412.0,85.0,0.0,0.0,497.0,0.0,0.0,0.0,8.5,845000.0,71825.0
MAX HEALTHCARE INSTITUTE LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,7028.46,0.45,0.0144770016599194,0.003465,0.0009797940663203,0.003465,0.0044447940663203,0.023038785,Tier 2,75%,7264.37,53359.93,15600.0,1069719.48,11795.77,0.0,60624.3,8625.545283034975,152198.27387507362,1678.2865663317427,0.0,OK,112.0,185.0,0.0,0.0,297.0,0.0,0.0,0.0,8.5,,
MOIL Limited,Oil & Gas,Ahmedabad,Gujarat,1584.9409452,0.51,0.0971185610539406,0.0154274999999999,0.0341118912792766,0.0154274999999999,0.0495393912792765,0.0224007299999998,Tier 2,75%,7841.88,73110.94,0.0,939809.0,2543324.83,0.0,80952.82,51076.23741134706,592961.525062631,1604681.1319389972,0.0,OK,1850.0,450.0,410.0,385.0,2300.0,0.1782608695652174,0.1673913043478261,-25.0,12.5,345000.0,43125.0
MRF Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,29138.95,0.55,0.0374641669027132,0.005225,0.0008186774125508,0.005225,0.0060436774125508,0.131508025,Tier 2,75%,594035.0,604767.0,456000.0,3084368.0,51166.17,245.0,1198802.0,41140.87844620345,105850.34807362652,1755.9373278721434,0.0,OK,1120.0,45.0,0.0,0.0,1165.0,0.0,0.0,0.0,1.2,,
MUTHOOT FINANCE LIMITED,Financial Services,Delhi,Delhi,17155.953544,0.62,0.0011797441546504,0.000297,5.557220603884273e-05,0.000297,0.0003525722060388,0.003909114,Tier 2,75%,128.58,75722.52,31686.18,394483.5,9.61,,107537.28,6268.21935162032,22993.97110095136,0.5601553988446729,,OK,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,,
Mahanagar Gas Limited,Oil & Gas,Bangalore,Karnataka,7590.0,0.48,0.0971185610539406,0.0154274999999999,0.0029813833017326,0.0154274999999999,0.0184088833017325,0.2412243899999984,Tier 2,75%,283681.0,113855.0,3427432.0,50446.0,93.84,2.5,3824968.0,503948.3530961792,6646.376811594203,12.363636363636363,0.0,OK,45.0,85.0,0.0,0.0,130.0,0.0,0.0,0.0,0.5,84200.0,421.0
Maharashtra Seamless Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5544.2764823,0.52,0.0374641669027132,0.005225,0.0034806801481884,0.005225,0.0087056801481884,0.0292443249999999,Tier 2,75%,99103.0,0.0,,559712.0,22.41,0.0,99103.0,17874.83007320874,100953.1183711473,4.042006215156028,0.0,OK,315.0,45.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,1245000.0,0.0
Mahindra  Mahindra Financial Services Limited,Financial Services,Kolkata,West Bengal,16074.96,0.58,0.0011797441546504,0.000297,4.300764360133451e-05,0.000297,0.0003400076436013,0.00472527,Tier 2,75%,4022.02,13182.91,7758.45,8301.8,5.32,0.0,24963.38,1552.9357460298504,516.4429647103321,0.3309495015850739,0.0,OK,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.8,,
Mahindra  Mahindra Limited,Chemicals & Fertilizers,Hyderabad,Telangana,116483.68,0.45,0.0374641669027132,0.005225,0.0001212188491797,0.005225,0.0053462188491797,0.72668255,Tier 2,75%,67829.0,249830.0,94555745.0,2910511.0,195662.225,42.0,94873404.0,814478.0796760542,24986.427283203964,1679.7393849507505,0.0,OK,1120.0,135.0,0.0,34.0,1255.0,0.0,0.0270916334661354,34.0,33.0,,
Mahindra Lifespace Developers Limited,Real Estate & Construction,Ahmedabad,Gujarat,3298.393253461,0.51,0.07,0.0035,0.126595744680851,0.0035,0.130095744680851,0.000987,Tier 2,75%,281.56,2396.81,457510.05,3218487.76,26708.1062,0.0,460188.42,139518.9671568497,975774.4188394892,8097.308036867712,0.0,OUTLIER - VERIFY,285.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,15.5,,
Man Infraconstruction Limited,Cement Manufacturing,Mumbai,Maharashtra,708.33,0.55,0.0777832037429109,0.0033,0.0312724868849422,0.0033,0.0345724868849422,0.0045144,Tier 2,75%,621.97,159.69,,20128.66,0.0,0.0,781.6600000000001,1103.525193059732,28417.0654920729,0.0,0.0,OK,115.0,850.0,0.0,0.0,965.0,0.0,0.0,0.0,0.0,,
Manappuram Finance Limited,Financial Services,Delhi,Delhi,6914.47,0.62,0.0011797441546504,0.000297,8.268611529315487e-05,0.000297,0.0003796861152931,0.002627262,Tier 2,75%,128.07,14424.98,8900.0,21601.7,3.67,,14553.05,2104.7238616987274,3124.1295428283006,0.5307709773851068,,OK,15.0,120.0,0.0,0.0,135.0,0.0,0.0,0.0,0.5,,
Marico Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,6924.008711134,0.48,0.0144770016599194,0.003465,0.0007198757688554,0.003465,0.0041848757688554,0.033447645,Tier 2,75%,1207.5,9534.9,549808.0,144659.2,3384.887,0.0,560550.4,80957.49491167151,20892.40583527632,488.8623254556291,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,67.4,,
Maruti Suzuki India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,151900.0793068,0.52,0.0374641669027132,0.005225,0.0001382314063378,0.005225,0.0053632314063378,0.736374925,Tier 2,75%,225537.0,215368.0,32264576.0,2128699.0,188768.14,0.0,32705481.0,215309.17659327315,14013.810984920969,1242.712583571045,0.0,OK,650.0,45.0,0.0,12.0,695.0,0.0,0.0172661870503597,12.0,4.51,,
Mastek Limited,Chemicals & Fertilizers,Kolkata,West Bengal,34552.3,0.58,0.0374641669027132,0.005225,0.0071103458126877,0.005225,0.0123353458126877,0.0159676,Tier 2,75%,0.0,0.0,3800.0,17089.56,42.35,,0.0,0.0,494.5997806224188,1.2256781748248309,0.0,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,11.2,14200.0,1590.4
Max Financial Services Limited,Financial Services,Hyderabad,Telangana,32613.73,0.45,0.0011797441546504,0.000297,1.2439601415110717e-05,0.000297,0.0003094396014151,0.012675069,Tier 2,75%,293.2,7759.43,450.0,365971.41,64.67372,,8052.63,246.9092005115637,11221.390806877962,1.9830212612908733,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,,
Mazagon Dock Shipbuilders Limited,Transportation & Logistics,Pune,Maharashtra,11431.8819688,0.42,0.065,0.0125,0.002883701278124,0.0125,0.015383701278124,0.1183375,Tier 2,75%,594.84,10282.39,316.19,381718.0,70372.46,0.0,11193.42,979.1406201139224,33390.65265384897,6155.807083388473,0.0,OK,98.5,12.0,0.0,0.0,110.5,0.0,0.0,0.0,15.4,325000.0,50050.0
MedPlus Health Services Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,6136.053,0.51,0.0144770016599194,0.003465,0.001315856504466,0.003465,0.004780856504466,0.019442115,Tier 2,75%,1531.67,37135.47,8900.0,5710.16,1442.47,,38667.14,6301.630706253678,930.5917012124896,235.0810855121362,,OK,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,18500.0,0.0
Metro Brands Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2449.61,0.55,0.0374641669027132,0.005225,0.0087495931195296,0.005225,0.0139745931195296,0.012304875,Tier 2,75%,345.54,19752.29,31653.52,102768.03,91.968,,51751.350000000006,21126.362972064944,41952.81289674683,37.54393556525324,,OK,0.0,850.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,12400.0,0.0
Metropolis Healthcare Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,1216.543,0.62,0.0144770016599194,0.003465,0.0075426395202941,0.003465,0.0110076395202941,0.00412335,Tier 2,75%,132.12,9267.93,2387.15,3490118.0,460.304,,11787.2,9689.09442576218,2868881.7411304,378.3705138248299,,OK,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,,
Mishra Dhatu Nigam Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1105.022995638,0.48,0.0374641669027132,0.005225,0.0167750001056924,0.005225,0.0220000001056924,0.0056012,Tier 2,75%,15295.01,44831.51,,357682.0,112.41,12.0,60126.52,54412.00792865413,323687.38154040626,101.7263898070271,0.0,OK,320.0,115.0,0.0,45.0,435.0,0.0,0.1034482758620689,45.0,5.5,,
Motherson Sumi Wiring India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,9319.4037378,0.52,0.0374641669027132,0.005225,0.0023398230590212,0.005225,0.0075648230590212,0.0435033499999999,Tier 2,75%,1491.0,23471.0,54000.0,671518.0,7188.31,0.0,24962.0,2678.497541506094,72055.89744720332,771.3272439140962,0.0,OK,82.4,14.5,0.0,0.0,96.9,0.0,0.0,0.0,8.2,145000.0,11890.0
Motilal Oswal Financial Services Limited,Financial Services,Kolkata,West Bengal,5359.34817,0.58,0.0011797441546504,0.000297,737.621441167932,0.000297,737.621738167932,2.755108741935429e-10,Tier 2,75%,6.76,6369.77,11116.16,57986.63,25.93,,17492.690000000002,3263.9584974006275,10819.716905983363,4.838274950141932,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12500.0,0.0
Mphasis Limited,Information Technology,Hyderabad,Telangana,9271.047,0.45,0.0009696637386769,0.000396,3.286500582997703e-05,0.000396,0.0004288650058299,0.005257692,Tier 2,75%,158.32,18047.77,2996.76,77987.0,195.9,,21202.85,2286.99627992394,8411.887028509293,21.130299522804705,,OK,0.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,32.0,,
NATCO Pharma Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,4415.8,0.42,0.0144770016599194,0.003465,0.0014750947833979,0.003465,0.0049400947833979,0.01428273,Tier 2,75%,28494.95,43630.35,11200.0,328629.0,5038.795,0.0,72125.3,16333.461660401288,74421.1694370216,1141.0831559400333,0.0,OK,315.0,12.0,0.0,0.0,327.0,0.0,0.0,0.0,5.2,,
NAVA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,1612.0307316,0.51,0.0374641669027132,0.005225,0.01185280714664,0.005225,0.01707780714664,0.0084226999999999,Tier 2,75%,2712160.36,124214.95,124000.0,4449454.0,776828.41941,210.0,2836375.31,1759504.4898336353,2760154.575703251,481894.2990242928,0.0,OK,2450.0,115.0,142.0,118.0,2565.0,0.0553606237816764,0.0460038986354775,-24.0,0.0,22500000.0,0.0
NBCC India Limited,Cement Manufacturing,Mumbai,Maharashtra,8725.3555,0.55,0.0777832037429109,0.0033,0.0041005235367201,0.0033,0.0074005235367201,0.0344289,Tier 2,75%,2052.1,887.04,,17848.06,20.83,,2939.14,336.8504584139867,2045.539577155338,2.3872952798312914,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,
NCC LIMITED,Chemicals & Fertilizers,Delhi,Delhi,19392.0,0.62,0.0374641669027132,0.005225,0.0011143095936522,0.005225,0.0063393095936522,0.1089151249999999,Tier 2,75%,119629.0,26248.0,1587895.0,2657535.0,4612.7,,1733772.0,89406.5594059406,137042.85272277228,237.8661303630363,,OK,45.0,850.0,0.0,0.0,895.0,0.0,0.0,0.0,0.8,,
NETWEB TECHNOLOGIES INDIA LIMITED,Information Technology,Bangalore,Karnataka,1149.0202125,0.48,0.0009696637386769,0.000396,0.0006349776187788,0.000396,0.0010309776187788,0.000290268,Tier 2,75%,147.05,1104.58,353.04,9463.45,98.569,0.0,1604.6699999999998,1396.5550671285514,8236.10402763041,85.7852620238393,0.0,OK,22.0,15.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,3250.0,0.0
NHPC Limited,Power Generation,Chennai,Tamil Nadu,10573.4090897,0.52,0.1562256571307733,0.0054449999999999,0.0084341093965949,0.0054449999999999,0.0138791093965948,0.052446239999999,Tier 2,75%,4016.0,41528.0,5400.0,1686583.0,25790.47,0.0,45544.0,4307.409238933762,159511.75119507776,2439.1820822598806,0.0,OK,14500.0,2100.0,0.0,850.0,16600.0,0.0,0.0512048192771084,850.0,100.0,84500.0,84500.0
NLC India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,15282.98,0.58,0.0374641669027132,0.005225,0.001758311765947,0.005225,0.006983311765947,0.0645705499999999,Tier 2,75%,30079691.55,44935.21,540000.0,229891269.69,3516480.17,5450.0,30124626.76,1971122.5664104773,15042306.519409172,230091.26296049592,0.0,OUTLIER - VERIFY,28500.0,2400.0,14500.0,12400.0,30900.0,0.4692556634304207,0.401294498381877,-2100.0,1.2,125000000.0,1500000.0
NMDC Limited,Steel & Iron,Hyderabad,Telangana,23688.0,0.45,0.0840934065650114,0.0096249999999999,0.0017771218631659,0.0096249999999999,0.0114021218631658,0.2049547499999978,Tier 2,75%,103482.0,84202.0,67620577.0,9245028.0,13851916.95,0.0,67808261.0,2862557.4552516043,390283.1813576495,584765.1532421479,0.0,OK,21500.0,3200.0,1200.0,950.0,24700.0,0.048582995951417,0.0384615384615384,-250.0,2.1,,
NMDC Steel Limited,Steel & Iron,Pune,Maharashtra,3390.0,0.42,0.0840934065650114,0.0096249999999999,0.0151714908751309,0.0096249999999999,0.0247964908751308,0.0224069999999997,Tier 2,75%,5574359.0,575885.0,1250000.0,12717.0,1464471.29,3120.0,6150244.0,1814231.268436578,3751.3274336283184,431997.4306784661,0.0,OUTLIER - VERIFY,2450.0,115.0,0.0,0.0,2565.0,0.0,0.0,0.0,0.0,14500000.0,0.0
NTPC LIMITED,Power Generation,Ahmedabad,Gujarat,170037.37,0.51,0.1562256571307733,0.0054449999999999,0.0004808190670079,0.0054449999999999,0.0059258190670078,0.9022746149999832,Tier 2,75%,326959946.44,64979.66,1973049.64,6205341639.88,60294.19,8.66,328997975.74,1934856.88316633,36493987.40923833,354.59375783099915,8.66,OUTLIER - VERIFY,34500.0,2100.0,240.0,1850.0,36600.0,0.0065573770491803,0.0505464480874316,1610.0,0.85,,
NUVAMA WEALTH MANAGEMENT LIMITED,Financial Services,Mumbai,Maharashtra,4169.308000008,0.55,0.0011797441546504,0.000297,0.0002126013384854,0.000297,0.0005096013384854,0.000906444,Tier 2,75%,0.0,1231.95,6203.54,20222.0,218.442,,7435.49,1783.387075261826,4850.205357810265,52.39286711357877,,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4500.0,0.0
Narayana Hrudayalaya Ltd,Pharmaceuticals & Healthcare,Delhi,Delhi,3732.29,0.62,0.0144770016599194,0.003465,0.0017940717627723,0.003465,0.0052590717627723,0.017335395,Tier 2,75%,17922.68,29412.45,180306.11,985908.0,7766.82,39.77,227641.24,60992.377334022814,264156.32225791673,2080.9797738117886,39.77,OK,85.0,315.0,0.0,0.0,400.0,0.0,0.0,0.0,12.0,,
Navin Fluorine International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3554.61194,0.48,0.0374641669027132,0.005225,0.0086580645706799,0.005225,0.0138830645706799,0.010852325,Tier 2,75%,164451.34,46196.79,614868.6,1323835.64,83991.405,450.0,825516.73,232238.2144476789,372427.6130125192,23628.85356200092,0.0,OK,215.0,15.0,0.0,0.0,230.0,0.0,0.0,0.0,4.5,,
Nestle India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,24393.8887548,0.52,0.0144770016599194,0.003465,0.0003937053952804,0.003465,0.0038587053952804,0.066254265,Tier 2,75%,147573.0,181638.0,1254300.0,2665764.0,71617.0,0.0,329211.0,13495.634226634776,109279.993312893,2935.8582684324115,0.0,OK,342.0,15.0,0.0,0.0,357.0,0.0,0.0,0.0,13.5,2450000.0,330750.0
Neuland Laboratories Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1558.5805,0.58,0.0374641669027132,0.005225,0.0147216916013371,0.005225,0.0199466916013371,0.0077120999999999,Tier 2,75%,27760.95,31059.61,128243.58,141490.4,7899.57,0.0,187064.14,120022.12269433629,90781.5797772396,5068.43887755557,0.0,OK,42.0,12.0,0.0,0.0,54.0,0.0,0.0,0.0,5.0,,
Newgen Software Technologies Limited,Information Technology,Hyderabad,Telangana,1354.3539,0.45,0.0009696637386769,0.000396,0.0003507626064345,0.000396,0.0007467626064345,0.000492624,Tier 2,75%,566.08,2331.04,3800.0,25507.58,42.6,0.0,2897.12,2139.115928266607,18833.762726271176,31.454112547687867,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,100.0,,
Nippon Life India Asset Management Limited,Financial Services,Pune,Maharashtra,2348.288831892,0.42,0.0011797441546504,0.000297,0.0002109989513712,0.000297,0.0005079989513712,0.0006974503185664,Tier 2,75%,72.32,1836.54,680.5,6205.71,38.53,,2589.36,1102.658227060498,2642.6519241247265,16.407692050792853,,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,5.4,8500.0,459.0
Nuvoco Vistas Corporation Limited,Cement Manufacturing,Ahmedabad,Gujarat,103566.672787644,0.51,0.0777832037429109,0.0033,0.003696024774889,0.0033,0.006996024774889,0.0354189,Tier 2,75%,8931380.0,159751.0,984000.0,2727486.0,307060.743,18200.0,9091131.0,87780.46793721673,26335.55685999988,2964.8605553796824,0.0,OK,3850.0,850.0,115.0,92.0,4700.0,0.0244680851063829,0.0195744680851063,-23.0,12.4,38500000.0,4774000.0
Oberoi Realty Limited,Real Estate & Construction,Mumbai,Maharashtra,5286.2745303,0.55,0.07,0.0035,0.0079892093795393,0.0035,0.0114892093795393,0.0168665,Tier 2,75%,2806.81,24092.36,,121369.0,345999.033,0.0,26899.17,5088.492821517056,22959.269198815564,65452.33907486153,0.0,OK,1150.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,1.2,,
Oil India Limited,Oil & Gas,Delhi,Delhi,22130.0,0.62,0.0971185610539406,0.0154274999999999,0.0018790883739059,0.0154274999999999,0.0173065883739058,0.4943588099999967,Tier 2,75%,1245928.0,22477.0,16880000.0,2901555.79,8729.22,4.2,18148405.0,820081.5634884771,131114.13420695887,394.45187528242207,4.2,OK,12400.0,2100.0,0.0,85.0,14500.0,0.0,0.0058620689655172,85.0,0.42,,
Olectra Greentech Limited,Information Technology,Bangalore,Karnataka,1763.0586092,0.48,0.0009696637386769,0.000396,0.0004033263384444,0.000396,0.0007993263384444,0.0004569839999999,Tier 2,75%,17.98,3595.0,12400.0,15010.0,756.77,0.0,3612.98,2049.268232574194,8513.613740164254,429.2370066718256,0.0,OK,15.0,450.0,0.0,0.0,465.0,0.0,0.0,0.0,100.0,,
One 97 Communications Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,7660.7989067,0.52,0.0374641669027132,0.005225,0.0019524320294057,0.005225,0.0071774320294057,0.0521350499999999,Tier 2,75%,182.08,1817.46,34289.52,37318.31,327.16,0.0,36289.06,4736.981148044784,4871.333976324853,42.70572873461953,0.0,OK,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,,
Oracle Financial Services Software Limited,Information Technology,Kolkata,West Bengal,5099.116664041,0.58,0.0009696637386769,0.000396,8.824807287503561e-05,0.000396,0.000484248072875,0.002523708,Tier 2,75%,373.63,6819.0,15600.0,35464.0,112.3,0.0,7192.63,1410.563921928374,6954.930105853889,22.02342236880757,0.0,OK,12.0,45.0,0.0,0.0,57.0,0.0,0.0,0.0,25.0,,
PATANJALI FOODS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,34289.401455365994,0.45,0.0144770016599194,0.003465,0.0002053734354832,0.003465,0.0036703734354832,0.109913265,Tier 2,75%,512498.0,81766.0,,3041377.0,64670.0,0.0,594264.0,17330.836199446196,88697.29044290597,1886.005507683766,0.0,OK,1450.0,250.0,0.0,0.0,1700.0,0.0,0.0,0.0,4.2,,
PB FINTECH LIMITED,Information Technology,Pune,Maharashtra,5252.8969445,0.42,0.0009696637386769,0.000396,0.000116259997215,0.000396,0.000512259997215,0.001387188,Tier 2,75%,1954.0,8945.0,2100.0,10343.0,12.34,0.37,10899.0,2074.855097131061,1969.008741134651,2.349179915459885,0.37,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,
PI INDUSTRIES LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7571.2,0.51,0.0374641669027132,0.005225,0.00249272343384,0.005225,0.00771772343384,0.040049625,Tier 2,75%,37199.79,113143.76,32400.0,880411.2,118030.56,14.2,150343.55,19857.294748520708,116284.23499577346,15589.412510566355,0.0,OK,118.0,25.0,0.0,0.0,143.0,0.0,0.0,0.0,9.2,,
PNB Housing Finance Limited,Financial Services,Mumbai,Maharashtra,7661.22,0.55,0.0011797441546504,0.000297,9.22461309436622e-05,0.000297,0.0003892461309436,0.0020890979999999,Tier 2,75%,6.97,4656.17,530.75,27464.22,3.81,,5193.89,677.9455491423038,3584.8363576558304,0.4973098279386312,,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,
PNC Infratech Limited,Information Technology,Delhi,Delhi,7699.195336862,0.62,0.0009696637386769,0.000396,6.950190959302636e-05,0.000396,0.000465501909593,0.0034254,Tier 2,75%,214342.13,4945.07,,3732778.0,2089.13,0.0,219287.2,28481.83354305906,484827.0288881107,271.3439403203241,0.0,OK,0.0,650.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,,
POLY MEDICURE LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,1601.7997547,0.48,0.0144770016599194,0.003465,0.0050796497052348,0.003465,0.0085446497052348,0.00474012,Tier 2,75%,3602.58,40088.73,,76120.91,2227.45,0.0,43691.310000000005,27276.386996440087,47522.11365786895,1390.5920471421082,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,15.2,145000.0,22040.0
PTC Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,246.6108718,0.52,0.0374641669027132,0.005225,0.0086776689485126,0.005225,0.0139026689485126,0.011730125,Tier 2,75%,1305.67,9267.06,,7980.0,4436.64,0.0,10572.73,42872.11639466739,32358.670733996405,17990.447734997222,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,84500.0,0.0
PUNJAB NATIONAL BANK,Financial Services,Kolkata,West Bengal,138070.1,0.58,0.0011797441546504,0.000297,5.676834832472432e-06,0.000297,0.0003026768348324,0.035798598,Tier 2,75%,10621.0,174100.0,67800402.6,1233678.0,24.74,,67985123.6,492395.7004449189,8935.156851483413,0.1791843418669212,,OK,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.8,,
PVR INOX LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,5897.0234389,0.45,0.0374641669027132,0.005225,0.0027605821362732,0.005225,0.0079855821362732,0.0319090749999999,Tier 2,75%,11705.0,220755.0,31200.0,1008998.0,66.3552,0.0,232460.0,39419.88740735985,171102.93192055097,11.252320884852638,0.0,OK,0.0,1150.0,0.0,0.0,1150.0,0.0,0.0,0.0,1.5,,
Page Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,49349.6,0.42,0.0374641669027132,0.005225,0.0034340790264381,0.005225,0.0086590790264381,0.0239409499999999,Tier 2,75%,993.0,11945.0,518189.68,175627.81,6204.84,0.0,531127.6799999999,10762.55288796667,3558.8497171203007,125.73232609788124,0.0,OK,42.0,850.0,0.0,0.0,892.0,0.0,0.0,0.0,14.2,,
