Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Land_Degraded_ha,Land_Restored_ha,Total_Land_ha,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Renewable_Energy_Pct,Total_Energy_GJ,Renewable_Energy_GJ
Persistent Systems Limited,Information Technology,Ahmedabad,Gujarat,13218.85,0.51,0.0009696637386769,0.000396,5.034906401193433e-05,0.000396,0.0004463490640119,0.003889512,Tier 2,75%,274.51,4541.04,3105.59,87333.81,122.19,0.0,7921.14,599.2306441180588,6606.763069404676,9.243618015182864,0.0,OK,45.0,22.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,,
Petronet LNG Limited,Oil & Gas,Mumbai,Maharashtra,53345.17,0.55,0.0971185610539406,0.0154274999999999,0.0010130138743322,0.0154274999999999,0.0164405138743321,0.8134766474999947,Tier 2,75%,242656.83,177244.17,90552625.27,12693.42,15.93,12.0,90972526.27,1705356.3850297974,237.94881523481885,0.2986212247519316,0.0,OK,250.0,85.0,0.0,0.0,335.0,0.0,0.0,0.0,0.2,,
Pfizer Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,2373.678604645,0.62,0.0144770016599194,0.003465,0.0034089407630649,0.003465,0.0068739407630649,0.009123345,Tier 2,75%,56.0,1619.0,11200.0,35255.0,143.2,0.0,1675.0,705.6557685283209,14852.474101173702,60.3283021213466,0.0,OK,115.0,15.0,0.0,0.0,130.0,0.0,0.0,0.0,18.0,,
Pidilite Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,13109.782281662,0.48,0.0374641669027132,0.005225,0.0014510449538693,0.005225,0.0066760449538693,0.0647534249999999,Tier 2,75%,8690.0,38535.0,185000.0,959185.0,21756.68,0.0,47225.0,3602.271874953901,73165.59340132678,1659.5759969586456,0.0,OK,385.0,45.0,0.0,0.0,430.0,0.0,0.0,0.0,4.8,,
Piramal Enterprises Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10269.56,0.52,0.0374641669027132,0.005225,0.0024744527866646,0.005225,0.0076994527866646,0.041136425,Tier 2,75%,91.96,5843.39,,175365.88,161.8,,5935.35,577.9556280892268,17076.279801666285,15.75530012970371,,OK,115.0,45.0,0.0,0.0,160.0,0.0,0.0,0.0,8.5,,
Piramal Pharma Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,5285.7084508,0.58,0.0144770016599194,0.003465,0.0010274915519766,0.003465,0.0044924915519766,0.02831598,Tier 2,75%,32279.0,64667.0,,586366.0,21736.85,,96946.0,18341.155381986133,110934.23056870508,4112.381566696153,,OK,540.0,85.0,0.0,0.0,625.0,0.0,0.0,0.0,14.0,,
Polycab India Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,21914.0,0.45,0.0144770016599194,0.003465,0.0003611425659384,0.003465,0.0038261425659384,0.062505135,Tier 2,75%,29061.0,155118.0,5352123.0,296168.0,25005.0,0.0,5536302.0,252637.67454595235,13515.013233549327,1141.05138267774,0.0,OK,315.0,22.0,0.0,0.0,337.0,0.0,0.0,0.0,8.2,1250000.0,102500.0
Poonawalla Fincorp Limited,Chemicals & Fertilizers,Pune,Maharashtra,422.284,0.42,0.0374641669027132,0.005225,0.0049668403090718,0.005225,0.0101918403090718,0.0165528,Tier 2,75%,347.1,2545.49,250144.89,297348.3,25.269,,253037.48,599211.62061551,704142.946453098,59.83887620653399,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4500.0,0.0
Power Finance Corporation Limited,Financial Services,Ahmedabad,Gujarat,53127.0,0.51,0.0011797441546504,0.000297,6.600799978845037e-06,0.000297,0.0003036007999788,0.027071847,Tier 2,75%,2.78,1182.41,,30772.28,0.38,,1185.19,22.3086189696388,579.2211116757957,0.0071526718994108,,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,100.0,,
Power Grid Corporation of India Limited,Power Generation,Mumbai,Maharashtra,45792.32,0.55,0.1562256571307733,0.0054449999999999,0.0018315629233245,0.0054449999999999,0.0072765629233244,0.2554412849999953,Tier 2,75%,49785.0,267643.0,,3017030.0,9332.967,,317428.0,6931.904738611192,65885.06544328832,203.8107481778604,,OK,4500.0,21000.0,0.0,0.0,25500.0,0.0,0.0,0.0,1.2,,
Power Mech Projects Limited,Power Generation,Delhi,Delhi,4435.4198624,0.62,0.1562256571307733,0.0054449999999999,0.021839888933727,0.0054449999999999,0.0272848889337269,0.0241485749999995,Tier 2,75%,,,,10501.13,0.0,,,,2367.5616572447443,0.0,,PARTIAL ENV DATA,15.0,850.0,0.0,0.0,865.0,0.0,0.0,0.0,0.0,124500.0,0.0
Praj Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3466.3,0.48,0.0374641669027132,0.005225,0.0051883439449804,0.005225,0.0104133439449804,0.0181098499999999,Tier 2,75%,1610.0,5986.0,15400.0,76531.0,292.5811,0.0,7596.0,2191.385627325967,22078.585234976774,84.40732192828087,0.0,OK,115.0,12.0,0.0,0.0,127.0,0.0,0.0,0.0,20.4,145000.0,29580.0
Prestige Estates Projects Limited,Real Estate & Construction,Chennai,Tamil Nadu,8315.0,0.52,0.07,0.0035,0.0047058823529411,0.0035,0.0082058823529411,0.0270725,Tier 2,75%,6941.54,60270.9,145000.0,584959.0,1725.32,0.0,67212.44,8083.276007215875,70349.8496692724,207.4948887552616,0.0,OK,4500.0,45.0,0.0,0.0,4545.0,0.0,0.0,0.0,1.5,,
Prism Johnson Limited,Cement Manufacturing,Kolkata,West Bengal,7068.59,0.58,0.0777832037429109,0.0033,0.0058942067116394,0.0033,0.0091942067116394,0.0252581999999999,Tier 2,75%,3828849.0,263658.0,456000.0,1627069.0,66545.45,1420.0,4092507.0,578970.7706911844,230182.9643535698,9414.246688519208,0.0,OK,1840.0,450.0,142.0,118.0,2290.0,0.0620087336244541,0.0515283842794759,-24.0,18.5,15450000.0,2858250.0
Procter  Gamble Health Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,1151.26,0.45,0.0144770016599194,0.003465,0.0057499123980262,0.003465,0.0092149123980262,0.003925845,Tier 2,75%,263.0,4273.0,4500.0,57909.0,196.15,0.0,4536.0,3940.03092264128,50300.54027760888,170.37854177162416,0.0,OK,112.0,15.0,0.0,0.0,127.0,0.0,0.0,0.0,15.0,,
Punjab  Sind Bank,Financial Services,Pune,Maharashtra,13048.951086591,0.42,0.0011797441546504,0.000297,4.552904024195241e-05,0.000297,0.0003425290402419,0.003232251,Tier 2,75%,4724.06,27316.1,,87168.27,4867.252,0.0,32040.16,2455.3820293589897,6680.097842467464,372.9994823109997,0.0,OK,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,
Quess Corp Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,17541.280952416,0.51,0.0374641669027132,0.005225,0.0010003521005436,0.005225,0.0062253521005436,0.0997975,Tier 2,75%,389.46,795.22,8900.0,41982.0,3.528,,1184.68,67.53668692803369,2393.3257846952006,0.2011255625840757,,OK,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,12400.0,0.0
R R Kabel Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,7894.759879,0.55,0.0374641669027132,0.005225,0.0031201229249685,0.005225,0.0083451229249685,0.0345059,Tier 2,75%,1103.9,53950.29,319162.17,50202.51,2857.8411,0.0,374216.36,47400.60061806472,6358.966044494689,361.9921497044939,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,5.2,185000.0,9620.0
RATTANINDIA ENTERPRISES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,186.0158897,0.48,0.0374641669027132,0.005225,0.0029792578053847,0.005225,0.0082042578053847,0.0315381,Tier 2,75%,,,,16.59,0.0,,,,89.18592936740932,0.0,,PARTIAL ENV DATA,12.0,145.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,4500.0,0.0
RBL Bank Limited,Financial Services,Chennai,Tamil Nadu,17845.25,0.52,0.0011797441546504,0.000297,3.906188859714792e-05,0.000297,0.0003360618885971,0.004664385,Tier 2,75%,120.0,9282.0,,176529.0,0.0,,9402.0,526.8628906851964,9892.21221333408,0.0,,OK,2.0,45.0,0.0,0.0,47.0,0.0,0.0,0.0,0.2,,
REC Limited,Chemicals & Fertilizers,Kolkata,West Bengal,56367.0,0.58,0.0374641669027132,0.005225,0.0068223600639163,0.005225,0.0120473600639163,0.0166416249999999,Tier 2,75%,306.46,1876.53,10752.0,27565.48,42.18,0.0,12934.99,229.47806340589352,489.0357833484131,0.7483101814891692,0.0,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,100.0,,
RELIANCE POWER LIMITED,Oil & Gas,Hyderabad,Telangana,7892.6,0.45,0.0971185610539406,0.0154274999999999,0.0055278715499966,0.0154274999999999,0.0209553715499965,0.1219698149999992,Tier 2,75%,32965431.0,0.0,,74005015.0,103671661.37,4150.0,32965431.0,4176751.7674783976,9376506.474419074,13135299.061145885,0.0,OUTLIER - VERIFY,4500.0,850.0,0.0,45.0,5350.0,0.0,0.008411214953271,45.0,0.0,125000000.0,0.0
RHI Magnesita India Ltd,Chemicals & Fertilizers,Pune,Maharashtra,2891.8601,0.42,0.0374641669027132,0.005225,0.0041473247493778,0.005225,0.0093723247493778,0.0198236499999999,Tier 2,75%,31613.36,23535.93,124000.0,71197.11,2249.982,420.0,55149.29,19070.52488465815,24619.832058957487,778.0397122253597,0.0,OK,112.0,15.0,0.0,0.0,127.0,0.0,0.0,0.0,12.4,845000.0,104780.0
RITES Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2438.92,0.51,0.0374641669027132,0.005225,0.0075252954393004,0.005225,0.0127502954393004,0.013266275,Tier 2,75%,230.26,2615.0,8900.0,22527.0,3.46,0.0,2845.26,1166.6065307595163,9236.465320715726,1.4186607186787594,0.0,OK,15.0,12.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,,
Radico Khaitan Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,17098.535593,0.55,0.0374641669027132,0.005225,0.0050037134037135,0.005225,0.0102287134037135,0.02151655,Tier 2,75%,90357.0,16003.0,32400.0,1299698.39,28026.183,120.0,106360.0,6220.415743880599,76012.26332692993,1639.098439019169,0.0,OK,185.0,15.0,0.0,0.0,200.0,0.0,0.0,0.0,15.2,1850000.0,281200.0
Rail Vikas Nigam Limited,Chemicals & Fertilizers,Delhi,Delhi,21732.578194931,0.62,0.0374641669027132,0.005225,0.0010611623865723,0.005225,0.0062861623865723,0.114370025,Tier 2,75%,12.25,1120.83,347.23,32449.1,1011.6,,1480.31,68.11479000431132,1493.1086274691777,46.54762959674752,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.5,,
Railtel Corporation of India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3551.0,0.48,0.0374641669027132,0.005225,0.0068584287236088,0.005225,0.0120834287236088,0.0136999499999999,Tier 2,75%,684.41,11321.83,3200.0,9557.19,86.643,,12006.24,3381.0870177414813,2691.408054069276,24.3996057448606,,OK,0.0,12500.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0,0.0
Ramkrishna Forgings Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,3634.299163035,0.52,0.0374641669027132,0.005225,0.0055820535213211,0.005225,0.0108070535213211,0.0182352499999999,Tier 2,75%,27350.74,177123.7,,345614.0,309.099,0.0,204474.44,56262.41286896249,95097.83991238024,85.05051074052794,0.0,OK,215.0,22.0,0.0,0.0,237.0,0.0,0.0,0.0,8.5,1450000.0,123250.0
RateGain Travel Technologies Limited,Information Technology,Kolkata,West Bengal,279.8336144,0.58,0.0009696637386769,0.000396,0.0026781188972981,0.000396,0.0030741188972981,8.316e-05,Tier 2,75%,3.62,169.72,1200.0,26885.0,2.42,0.0,173.34,619.4395207725981,96074.9481710586,8.647996078629788,0.0,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3250.0,0.0
Ratnamani Metals  Tubes Limited,Steel & Iron,Hyderabad,Telangana,4876.1408,0.45,0.0840934065650114,0.0096249999999999,0.0079084708368349,0.0096249999999999,0.0175334708368348,0.0460556249999995,Tier 2,75%,10399.9,36356.51,54000.0,270050.0,1223.37,0.0,46756.41,9588.81458057979,55381.91185947706,250.8889817127512,0.0,OK,215.0,25.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,445000.0,0.0
Raymond Limited,Textiles & Apparel,Pune,Maharashtra,1814.65,0.42,0.04,0.006,0.0018091751023045,0.006,0.0078091751023045,0.055716,Tier 2,75%,11.18,656.77,26677.58,57700.4,14404.81,0.0,27345.53,15069.313641749097,31796.985644614662,7938.06519163475,0.0,OK,620.0,85.0,0.0,0.0,705.0,0.0,0.0,0.0,14.5,,
Redington Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,99333.65,0.51,0.0374641669027132,0.005225,0.0002139155736224,0.005225,0.0054389155736224,0.466691775,Tier 2,75%,299.0,5302.0,7757.0,30587.0,585.57,0.0,13358.0,134.476081368197,307.9218371619285,5.894981207274675,0.0,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12500.0,0.0
Redtape Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2063.7441,0.55,0.0374641669027132,0.005225,0.0099831840099284,0.005225,0.0152081840099284,0.0107844,Tier 2,75%,,,,191000.0,1101.46,0.0,,35098.35271317829,92550.234304728,533.719272655946,0.0,OK,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,14500.0,0.0
Relaxo Footwears Limited,Chemicals & Fertilizers,Delhi,Delhi,3082.08,0.62,0.0374641669027132,0.005225,0.0079710993410028,0.005225,0.0131960993410028,0.0152256499999999,Tier 2,75%,11272.48,58187.16,0.0,331248.7,10927.27,0.0,69459.64,22536.611638893217,107475.69822976692,3545.420625032446,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,5.4,,
Reliance Industries Limited,Oil & Gas,Bangalore,Karnataka,574956.4896449,0.48,0.0971185610539406,0.0154274999999999,5.097685801849754e-05,0.0154274999999999,0.0154784768580183,14.10801677999991,Tier 2,75%,36459294.0,1470097.0,,208465383.0,760123.0,49220.0,37929391.0,65969.15015852007,362575.9283606847,1322.053083476736,0.0,OK,10820.0,3145.0,0.0,342.0,13965.0,0.0,0.0244897959183673,342.0,2.32,,
Reliance Infrastructure Limited,Power Generation,Chennai,Tamil Nadu,30425.04,0.52,0.1562256571307733,0.0054449999999999,0.0035072029403791,0.0054449999999999,0.008952202940379,0.1261225349999976,Tier 2,75%,19036.0,21042.01,124000.0,427389.37,3756.87,4800.0,40078.01,1317.2705771298904,14047.290324022582,123.47954185105424,0.0,OK,450.0,1200.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,1250000.0,0.0
Responsive Industries Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1401.09,0.58,0.0374641669027132,0.005225,0.0070389429230883,0.005225,0.0122639429230883,0.016129575,Tier 2,75%,,,,2430.6,0.0,,,11450.275348234532,1734.7921975033723,0.0,,OK,215.0,15.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,,
Route Mobile Limited,Information Technology,Hyderabad,Telangana,832.2077684,0.45,0.0009696637386769,0.000396,0.0001084635054448,0.000396,0.0005044635054448,0.001593108,Tier 2,75%,0.0,188.95,1062.9,3722.18,0.24913,,1251.85,1504.251759637864,4472.657119214654,0.299360339400552,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,,
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,113662.6,0.42,0.0374641669027132,0.005225,0.0001594316787154,0.005225,0.0053844316787154,0.51567615,Tier 2,75%,98641.0,527824.0,1137774.0,3155701.0,144121.0,0.0,10541450.0,92743.3474159486,27763.75870339056,1267.9720506129545,0.0,OK,850.0,230.0,0.0,0.0,1080.0,0.0,0.0,0.0,14.5,12450000.0,1805250.0
SAPPHIRE FOODS INDIA LIMITED,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,2451.076,0.51,0.0144770016599194,0.003465,0.0028462879130913,0.003465,0.0063112879130913,0.00898821,Tier 2,75%,33624.0,69360.0,84484.0,828107.0,5632.0,0.0,187468.0,76483.96051366828,337854.4769725622,2297.7663687294885,0.0,OK,0.0,1150.0,0.0,0.0,1150.0,0.0,0.0,0.0,2.5,,
SARDA ENERGY  MINERALS LIMITED,Steel & Iron,Mumbai,Maharashtra,3603.87,0.55,0.0840934065650114,0.0096249999999999,0.0118928705607498,0.0096249999999999,0.0215178705607497,0.0374316249999996,Tier 2,75%,0.0,0.0,0.0,8344302.0,1497026.16,,0.0,0.0,2315372.641077508,415394.05139475066,0.0,OK,1450.0,215.0,85.0,42.0,1665.0,0.051051051051051,0.0252252252252252,-43.0,0.01,,
SAREGAMA India Limited,Chemicals & Fertilizers,Delhi,Delhi,1009.2127,0.62,0.0374641669027132,0.005225,0.0268219208772311,0.005225,0.0320469208772311,0.0045248499999999,Tier 2,75%,314.4,764.8,1406.1,0.0,25.7,0.0,2485.3,2462.612688088448,0.0,25.46539495588988,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,
SBFC Finance Limited,Financial Services,Bangalore,Karnataka,1305.1170845,0.48,0.0011797441546504,0.000297,0.0004339288844691,0.000297,0.0007309288844691,0.000387585,Tier 2,75%,0.0,3149.7,450.0,4857.6,6.1,,3149.7,2413.34669311043,3721.9649161676425,4.673910159054393,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3250.0,0.0
SBI Cards and Payment Services Limited,Financial Services,Chennai,Tamil Nadu,18637.151686407,0.52,0.0011797441546504,0.000297,3.50873347299364e-05,0.000297,0.0003320873347299,0.005192748,Tier 2,75%,197.7,2461.22,43007.58,26111.82,94.033,,45666.5,2450.2939487962017,1401.0628039822548,5.045459820374963,,OK,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,
SBI Life Insurance Company Limited,Financial Services,Kolkata,West Bengal,84984.629068,0.58,0.0011797441546504,0.000297,5.398690349817207e-06,0.000297,0.0003023986903498,0.037642968,Tier 2,75%,4108.54,16384.35,40000.47,35723.01,75.39,,96667.48,1137.470164429994,420.3467190686498,0.8871015950387581,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.1,,
SHIPPING CORPORATION OF INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,5103.0,0.45,0.0374641669027132,0.005225,0.003303718421756,0.005225,0.008528718421756,0.0266631749999999,Tier 2,75%,1079307.0,0.0,4560000.0,190382.5,1358.91,0.0,1079307.0,211504.40917107585,37307.9561042524,266.2962962962963,0.0,OK,85.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,0.05,,
SJVN Limited,Power Generation,Pune,Maharashtra,2897.265212,0.42,0.1562256571307733,0.0054449999999999,0.0258427632906359,0.0054449999999999,0.0312877632906358,0.0138248549999997,Tier 2,75%,476.0,3118.2,124000.0,466756.0,498.9,0.0,3594.2,1240.5491858713556,161102.26915602092,172.19686963196796,0.0,OK,8500.0,2100.0,0.0,450.0,10600.0,0.0,0.0424528301886792,450.0,100.0,45200.0,45200.0
SKF INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,4919.90117322,0.51,0.0374641669027132,0.005225,0.0042308957308201,0.005225,0.0094558957308201,0.0235961,Tier 2,75%,667.0,19950.0,42000.0,209158.0,5150.0,0.0,20617.0,4190.531328601158,42512.64255844987,1046.7689936603754,0.0,OK,115.0,12.0,0.0,0.0,127.0,0.0,0.0,0.0,33.0,,
SRF LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,11697.965107637,0.55,0.0374641669027132,0.005225,0.0015682541895496,0.005225,0.0067932541895496,0.068651275,Tier 2,75%,988667.0,393064.0,456000.0,5537378.0,680186.0152,1450.0,1381731.0,118117.2098981505,473362.4992935678,58145.669690529474,0.0,OK,1150.0,85.0,0.0,15.0,1235.0,0.0,0.0121457489878542,15.0,11.5,,
STATE BANK OF INDIA,Financial Services,Delhi,Delhi,524192.78,0.62,0.0011797441546504,0.000297,1.6546800225390414e-06,0.000297,0.0002986546800225,0.131287068,Tier 2,75%,49583.35,656819.49,41500.0,2822203.0,4926.3,,754897.23,1440.113749754432,5383.902845819433,9.39787839122851,,OK,210.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,2.5,,
SUMITOMO CHEMICAL INDIA LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,3060.8310794,0.48,0.0374641669027132,0.005225,0.0063409027197822,0.005225,0.0115659027197822,0.0148180999999999,Tier 2,75%,29556.0,17763.0,8483.0,493537.0,14438.28,240.0,55802.0,18230.9962727308,161242.80863508015,4717.1110151006005,0.0,OK,315.0,15.0,0.0,0.0,330.0,0.0,0.0,0.0,18.4,1245000.0,229080.0
SUNDARAM FINANCE LIMITED,Financial Services,Chennai,Tamil Nadu,6520.44,0.52,0.0011797441546504,0.000297,9.88984298594564e-05,0.000297,0.0003958984298594,0.001842291,Tier 2,75%,2387.83,6838.59,620.0,89333.28,49.18,0.0,9226.42,1414.9996012539032,13700.49873934888,7.542435786542013,0.0,OK,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12500.0,0.0
SUPREME PETROCHEM LIMITED,Oil & Gas,Kolkata,West Bengal,6023.38,0.58,0.0971185610539406,0.0154274999999999,0.0108303721229158,0.0154274999999999,0.0262578721229157,0.0802384274999994,Tier 2,75%,12425.0,29482.0,124000.0,565692.0,1974.313,14.2,41907.0,6957.389372744206,93916.04049553572,327.7749369955075,0.0,OK,185.0,12.0,0.0,0.0,197.0,0.0,0.0,0.0,5.4,845000.0,45630.0
SUZLON ENERGY LIMITED,Power Generation,Hyderabad,Telangana,10806.890186238,0.45,0.1562256571307733,0.0054449999999999,0.0107675824335806,0.0054449999999999,0.0162125824335805,0.0355504049999993,Tier 2,75%,9002.0,39924.0,795453.0,255838.74,30408.01,0.0,844379.0,78133.39318236728,23673.668890038043,2813.761357427596,0.0,OK,145.0,4500.0,0.0,45.0,4645.0,0.0,0.0096878363832077,45.0,18.5,450000.0,83250.0
Safari Industries India Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,1771.5820825,0.42,0.0144770016599194,0.003465,0.0039076739699011,0.003465,0.0073726739699011,0.00539154,Tier 2,75%,83.0,12554.0,1200.0,25742.0,1673.14,,12637.0,7133.172165619934,14530.514986736438,944.4326720887346,,OK,22.0,12.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,12500.0,0.0
Sandur Manganese  Iron Ores Limited,Steel & Iron,Ahmedabad,Gujarat,1938.5389714,0.51,0.0840934065650114,0.0096249999999999,0.0524298745087479,0.0096249999999999,0.0620548745087478,0.0078732499999999,Tier 2,75%,11958.39,24088.02,89000.0,432441.0,20238.8,450.0,36046.41,18594.627465223217,223075.73197132783,10440.233752630556,0.0,OK,1240.0,115.0,185.0,142.0,1355.0,0.1365313653136531,0.1047970479704797,-43.0,0.5,1450000.0,7250.0
Schneider Electric Infrastructure Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2637.0,0.55,0.0374641669027132,0.005225,0.0093363352045728,0.005225,0.0145613352045728,0.0115315749999999,Tier 2,75%,1435.74,5445.54,85600.0,75783.0,2111.85,0.0,6881.28,2609.510807736064,28738.33902161548,800.8532423208192,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,22.0,,
Sheela Foam Limited,Chemicals & Fertilizers,Delhi,Delhi,3513.06,0.62,0.0374641669027132,0.005225,0.0081130923785128,0.005225,0.0133380923785128,0.0149591749999999,Tier 2,75%,422.62,6265.91,45600.0,71205.11,2017.856,0.0,6688.53,1903.90428856894,20268.685988853023,574.3870016452893,0.0,OK,215.0,22.0,0.0,0.0,237.0,0.0,0.0,0.0,12.4,145000.0,17980.0
Shoppers Stop Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,4435.61,0.48,0.0144770016599194,0.003465,0.0016100465238093,0.003465,0.0050750465238093,0.01495494,Tier 2,75%,738.94,52436.61,12400.0,200098.35,505.8,0.0,53175.55,11988.328550075414,45111.79972991314,114.031666444976,0.0,OK,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,5.0,,
Shree Renuka Sugars Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10832.7,0.52,0.0374641669027132,0.005225,0.0017138529769869,0.005225,0.0069388529769869,0.0593925749999999,Tier 2,75%,1393180.23,7928.48,1937.12,3149152.32,165703.93,240.0,1403045.83,129519.4946781504,290707.97862028854,15296.641649819525,0.0,OK,1150.0,85.0,0.0,0.0,1235.0,0.0,0.0,0.0,89.5,12450000.0,11142750.0
Shriram Finance Limited,Financial Services,Kolkata,West Bengal,41859.469997324,0.58,0.0011797441546504,0.000297,1.9458867298863386e-05,0.000297,0.0003164588672988,0.010443708,Tier 2,75%,4236.19,24663.04,311499.57,1121402.88,614.11,0.0,340398.8,8131.942425973408,26789.70565254861,14.670754312925103,0.0,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.4,,
Shyam Metalics and Energy Limited,Steel & Iron,Hyderabad,Telangana,15137.4972348,0.45,0.0840934065650114,0.0096249999999999,0.0028679070067643,0.0096249999999999,0.0124929070067642,0.1270018749999986,Tier 2,75%,5443997.66,384366.4,456000.0,7174955.15,55044.1,1850.0,5828364.0600000005,385028.2493595453,473985.563049703,3636.274817838291,0.0,OK,2450.0,115.0,110.0,85.0,2565.0,0.0428849902534113,0.0331384015594541,-25.0,0.8,22500000.0,180000.0
Signatureglobal India Limited,Chemicals & Fertilizers,Pune,Maharashtra,2498.0198196,0.42,0.0374641669027132,0.005225,0.0118754340370864,0.005225,0.0171004340370864,0.006923125,Tier 2,75%,478.48,4806.49,,123632.92,1267.297,0.0,5284.969999999999,2115.66375836292,49492.36952803559,507.3206345508213,0.0,OK,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,4500.0,0.0
Sobha Limited,Real Estate & Construction,Ahmedabad,Gujarat,4408.09,0.51,0.07,0.0035,0.0115124153498871,0.0035,0.0150124153498871,0.0108535,Tier 2,75%,2771.78,16998.23,67400.0,1249330.94,4852.75,0.0,19770.01,4484.937920958963,283417.74782275315,1100.873621001386,0.0,OK,1450.0,0.0,0.0,0.0,1450.0,0.0,0.0,0.0,5.2,,
