Company_Name,Battery Waste,Biomedical Waste,E-Waste Generated,Energy Intensity,Hazardous Air Pollutants,Plastic Waste Generated,Radioactive Waste,Scope 1 GHG Emissions,Scope 2 GHG Emissions,Scope 3 GHG Emissions,Total Energy Consumption,Total Energy from Non-Renewable Sources,Total Energy from Renewable Sources,Total Waste Disposed,Total Waste Generated,Total Waste Recovered,Total Water Discharged,Total Water Withdrawal,Waste Intensity,Waste Recycled,Waste Reused,Water Intensity,Land_Footprint_Hectares_x,Biodiversity_MSA_Loss,Sector,Data_Tier,Land_Footprint_Hectares_y,Total_Indicators,Data_Completeness_Pct
Concord Biotech Limited,0.0,11.61,4.16,8.14806e-05,0.0,4.64,0.0,12.51,0.02,,977838.45,977838.45,0.0,3242.567,2877.57,4661.505,253167.0,385410.0,2.398e-07,602.577,4058.928,3.21152e-05,1.0,0.042,Information Technology,Tier 2,1.0,24,96.0
Container Corporation of India Limited,0.0,0.0,0.72,5.4179e-06,,0.0,0.0,28950.94,17105.63,,480208.02,480208.02,0.0,0.0,3.84,0.0,160713.28,200891.6,0.0,0.0,0.0,4.533e-07,0.2,0.612,Chemicals & Fertilizers,Tier 2,0.2,23,92.0
Craftsman Automation Limited,38.41,0.18,1.63,1.8570498279,0.0,728.78,0.0,24522.74,97249.63,,714582.3,560079.44,154502.86,52.77,1962.68,869.14,56316.749,291011.76,0.0051005945,869.14,0.0,0.6099232068,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
CreditAccess Grameen Limited,0.0,0.0,0.5,4.189e-07,,0.0,0.0,83.12,4725.33,3349894.23,24111.57,24111.57,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.62,Cement,Tier 2,0.1,24,96.0
Crompton Greaves Consumer Electricals Limited,0.0,0.0171,18.99,5.003e-07,0.0,111.43,0.0,767.69,6595.17,0.0,35165.78,35131.88,33.9,245.5571,1945.7601,1683.53,29579.94,84126.5,2.77e-08,1683.53,0.0,1.1582e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Cummins India Limited,6.34,0.03,34.03,1.9753e-06,0.0,131.48,0.0,7541.0,18548.0,,200812.0,179577.0,21235.0,118.5,6716.42,6564.31,1876.0,177917.0,6.61e-08,6564.31,0.0,1.7316e-06,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.54,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.54,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.54,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Cyient Limited,12.81,0.0,39.13,2.9781e-06,0.0,0.76,0.0,1117.0,10630.0,0.0,71880.0,54926.0,16954.0,62.52,200.58,138.06,0.0,81961.0,8.3e-09,138.06,0.0,3.3958e-06,0.5,0.54,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
DCM Shriram Limited,14.14,0.06,9.38,4.097e-07,0.0,1484.0,0.0,3250234.0,189123.0,3490395.0,50675.0,33051.0,17624.0,32278.0,766582.58,734305.0,2292324.31,14713879.95,6.1971e-06,734305.0,0.0,0.000100416,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
DIVIS LABORATORIES LIMITED,39.6,0.48,8.67,5.39474e-05,0.0,539.68,0.0,339941.0,357810.0,896952.0,4962127.0,4938860.0,23267.0,14992.215,165436.9,151132.08,414815.0,2795303.0,1.7986e-06,76957.43,41855.6,3.78684e-05,,0.612,Chemicals & Fertilizers,Tier 2,,23,92.0
DLF Limited,107.61,0.02,27.61,1.5002e-05,44.85,481.36,0.0,22343.18,152168.43,0.0,1199212.69,1005628.78,193583.91,44531.85,62685.19,18153.3,42443.32,7260983.62,7.842e-07,11031.06,7122.24,0.0001445369,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
DOMS Industries Limited,0.0,0.0,0.0,1.5677315546,0.0,303.14,0.0,402.11,41116.54,,267941.0,206529.0,61412.0,211.14,6478.44,6267.3,8473.0,21391.0,0.0379055643,1119.94,5147.36,0.0755836405,3.0,0.744,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
Dabur India Limited,0.0,1.0,5.0,8.7968e-06,0.0,2016.0,0.0,10970.0,51705.0,776352.0,797934.0,312492.0,485442.0,9630.0,22180.0,12550.0,204718.0,1380303.0,2.445e-07,6322.0,2377.0,1.29602e-05,3.0,0.576,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Dalmia Bharat Limited,24.0,0.5,79.0,5.465e-07,0.0,191.0,0.0,15.33,0.41,1.47,76395.0,72039.0,4356.0,24256.0,24260.5,4.0,0.0,4902013.0,1.735e-07,0.0,4.0,3.50645e-05,50.0,0.624,Chemicals & Fertilizers,Tier 2,50.0,25,100.0
Data Patterns India Limited,0.0,0.0,1.36,2.369e-06,0.0,0.0,0.0,207.69,2227.17,,16780.76,14865.33,1915.43,0.0,27.29,0.0,8698.0,16000.0,3.9e-09,0.0,0.0,2.2588e-06,,0.696,Chemicals & Fertilizers,Tier 2,,22,88.0
Deepak Nitrite Limited,6.82,0.02,8.52,8.51558e-05,0.0,1347.04,0.0,121129.44,101908.03,246570.12,2151437.69,2149906.93,1530.76,13006.53,83619.08,70612.55,502284.0,1167269.0,3.3097e-06,69159.7,0.0,2.65203e-05,20.0,0.54,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
Delhivery Limited,1.6,0.0,0.0,8.366e-06,0.0,1686.59,0.0,186222.92,61144.3,569765.93,747243.1,742469.61,4773.49,2479.92,2479.92,0.0,387773.7,456539.97,2.78e-08,0.0,0.0,7.699e-07,0.2,0.504,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
Devyani International Limited,9.2,0.0,0.0,20.6493851164,0.0,520.7,0.0,28363.09,81463.94,,691616.67,690262.15,1354.52,5541.05,6384.96,853.11,951284.17,1189105.2,0.1906337769,853.11,0.0,7.1005492735,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Dixon Technologies India Limited,0.0,0.01,21.6,3.2e-09,0.0,351.1,0.0,2170.4,28170.13,,173.38,156.33,17.05,960.57,960.57,0.0,16472.76,71750.39,1.78e-08,0.0,0.0,1.0235e-06,,0.055,Information Technology,Tier 2,,22,88.0
Dr Reddys Laboratories Limited,86.68,239.3,16.24,14.5626686762,0.0,450.37,0.0,142772.0,94690.0,845849.0,4753823.0,2036123.0,2717700.0,777.94,112677.09,111899.22,149896.0,2123116.0,0.34517043,65308.02,10720.9,6.0446821611,,0.744,Chemicals & Fertilizers,Tier 2,,23,92.0
EICHER MOTORS LIMITED,25.5,0.1,6.3,34.0559738904,0.0,503.6,0.0,17446.14,12071.19,,628382.44,318219.37,310163.07,1323.9,8931.8,7601.3,0.0,231818.0,0.4840700953,7601.3,0.0,12.3552282584,2.0,0.576,Chemicals & Fertilizers,Tier 2,2.0,24,96.0
EIH Limited,7.92,3.62,34.71,364.0147275942,0.0,587.87,0.0,44778.0,88959.0,348979.0,998547.0,898703.0,99844.0,1463.38,5471.34,4007.97,334276.0,2959576.0,1.9945464156,1734.6,468.43,957.0388057525,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
ESAB India Limited,0.0,0.0,4.2,0.6114731301,0.0,39.31,0.0,1185.0,15668.0,0.0,83984.0,62160.0,21824.0,1382.88,3164.73,1781.65,66828.0,66828.0,0.0230418575,1781.65,0.0,0.4865632304,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Easy Trip Planners Limited,0.0,0.0,0.0,4.044e-07,,0.0,0.0,0.0,329.35,,1630.87,1630.87,0.0,0.0,0.0,0.0,0.0,14832.0,0.0,0.0,0.0,3.6783e-06,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Electronics Mart India Limited,0.0,0.0,4.55,1.945e-06,,1.5,0.0,1496.22,25061.94,0.0,135464.24,134646.5,817.74,1825.0,1851.35,26.35,81878.63,81878.63,2.66e-08,6.05,0.0,1.1756e-06,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Elgi Equipments Limited,9.453,0.00569,0.92,3.881e-06,0.0,61.34,0.0,1455.71,7340.35,0.0,80760.0,57668.0,23092.0,969.62,3560.79969,2591.18,22883.0,47822.0,1.711e-07,1726.09,865.09,2.2981e-06,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Emami Limited,0.0,0.0,2.0,3.951e-06,0.0,13262.0,0.0,1794.0,14548.0,178152.0,123410.0,99676.0,23734.0,3912.0,15411.0,11499.0,63854.0,192057.0,4.934e-07,11499.0,0.0,6.1487e-06,3.0,0.66,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Endurance Technologies Limited,4.89,0.00363,2.49,1.96743e-05,0.0,525.77,0.0,53761.0,129279.0,10546.62,1740419.0,1522450.0,217969.0,1287.25363,33230.25363,31943.0,205908.0,954516.0,3.756e-07,30372.0,0.0,8.4625e-06,10.0,0.062,Information Technology,Tier 2,10.0,25,100.0
Engineers India Limited,0.0,0.0,0.0,0.0021697063,0.0,0.0,0.0,279.0,6213.0,,65706356.0,61797838.0,3908518.0,0.0,0.0,0.0,0.0,102533.0,0.0,0.0,0.0,3.3858e-06,1.0,0.576,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
Equitas Small Finance Bank Limited,0.0,0.0,15.25,0.0002857897,,0.0,0.0,1365.43,16738.3,249.99,180390.47,180390.47,0.0,0.0,15.25,13.73,0.0,343305.0,2.42e-08,13.73,0.0,0.0005438926,0.1,0.0052,Financial Services,Tier 2,0.1,24,96.0
Eris Lifesciences Limited,0.37,0.0,0.51,8.276e-07,0.0,28.34,0.0,342.74,1666.89,0.0,13767.97,12961.66,806.31,1.66,116.18,114.52,0.0,19124.98,7e-09,0.0,0.0,1.1496e-06,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Escorts Kubota Limited,56.1,0.17,5.18,3.8e-09,0.0,104.8,0.0,11639.29,42962.51,24610.56,419.17,413.8,5.37,1032.55,17185.89,15987.26,205889.13,514586.01,1.548e-07,15987.26,0.0,2.7811e-06,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Eureka Forbes Limited,0.0,0.11,0.0,0.120244887,0.0,9.76,0.0,109.0,762.0,,2929.24,2929.24,0.0,0.0,1018.67,1018.67,0.0,19111.0,0.0418162592,1018.67,0.0,0.7766633197,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Exide Industries Limited,0.0,0.06,34.23,1.68696e-05,1.2,1319.4,0.0,35896.0,350643.0,869455.0,2798349.0,2362358.0,435991.0,258482.17,63321.32,51756.98,305318.0,2348994.0,3.817e-07,51275.99,480.99,7e-10,10.0,0.612,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,1.88,0.025,0.246,0.0001175759,0.0,18.82,0.0,234928.79,111094.0,,4762892.63,4728313.23,34579.4,3.37,297.131,6.24,2176814.0,8445168.0,7.3e-09,1.4,4.84,0.0002084758,5.0,0.66,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
FINE ORGANIC INDUSTRIES LIMITED,0.0,0.0,0.0,2.55875e-05,0.5,35.35,0.0,25520.72,22990.95,34069.79,564253.67,564253.67,0.0,697.272,1130.763,433.49,3505.54,169850.61,5.13e-08,433.49,0.0,7.5433e-06,20.0,0.744,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
Finolex Cables Limited,0.0,0.25,3.05,7.2224e-06,0.0,630.31,0.0,6145.0,55108.0,,384153.0,360839.0,23314.0,0.0,2277.18,0.0,8322.0,285437.0,4.28e-08,0.0,0.0,5.3665e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Finolex Industries Limited,6.44,0.017,3.93,9.6582e-05,0.0,3312.43,0.0,353473.99,54106.07,25832.0,4000396.13,3908662.29,91733.84,106.2809,17567.387,17461.09,917901.27,3203286.28,4.241e-07,17323.63,137.46,5.57368e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Firstsource Solutions Limited,0.0,0.0,0.0,3.7207e-06,0.0,0.0,0.0,0.0,16867.06,26655.0,85821.0,56975.0,28846.0,12.48,379.34,235.36,162686.0,178673.0,1.64e-08,235.36,0.0,6.931e-07,0.2,0.696,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
Five-Star Business Finance Limited,0.0,0.0,0.0,6.444e-07,,0.0,0.0,1.11,3646.79,,18352.39,0.0,18352.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.54,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Force Motors Ltd,14.07,0.01,1.8,4.245e-06,0.0,567.0,0.0,9649.0,36887.0,,339897.0,311456.0,28441.0,348.0,17759.83,17159.0,1927.0,445298.0,2.218e-07,17159.0,0.0,5.5373e-06,10.0,0.504,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
Fortis Healthcare Limited,41.98,2016.77,25.4,0.5275359335,0.0,0.0,0.21,4599.54,52228.25,,344377.04,303581.91,40795.13,2062.74,3991.65,1928.91,317104.03,1220615.5,0.0061146318,1928.91,0.0,1.3862009519,1.0,0.612,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
G R Infraprojects Limited,109.048,0.00887,3.1,4.19641e-05,0.0,250.36,0.0,137340.32,143330.09,452067.5,2734200.25,2732150.29,2049.96,25952.14,207997.81687,182045.67,54538.0,1106339.0,3.1923e-06,0.0,182045.67,1.61429e-05,1.0,0.66,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
GAIL India Limited,86.18,3.34,9.07,393.963405396,0.0,316.65,0.0,3433115.0,430242.0,30890931.0,54086448.0,53954834.0,131614.0,3623.69,12518.47,8894.79,2215669.0,20954755.0,0.0911840073,2142.42,1666.78,152.6335513665,,0.744,Chemicals & Fertilizers,Tier 2,,23,92.0
GALAXY SURFACTANTS LIMITED,8.04,0.03,2.52,1.27544e-05,0.0,398.0,0.0,14649.0,27000.0,661027.0,382794.0,331409.0,51385.0,510.0,13813.59,13304.0,2975.0,328626.0,4.603e-07,3723.0,8062.0,1.08504e-05,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
GLAND PHARMA LIMITED,8.61,101.74,0.19,0.008363857,0.0,2.5,0.0,13920.0,80824.0,,344268770.6,327554918.4,16713852.2,294.99,1976.66,1746.47,53133.0,524710.0,4.8e-08,846.8,899.67,1.27476e-05,1.0,0.26,Pharmaceuticals,Tier 2,1.0,24,96.0
GLOBAL HEALTH LIMITED,7.19,1327.85,4.15,0.8735225374,0.0,34.99,1.68,5352.6,45915.3,,322531.6,300914.6,21617.0,2071.7,2071.71,0.0,32162.0,535991.0,0.0056108777,0.0,0.0,1.4516413844,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
GODAWARI POWER AND ISPAT LIMITED,6.23,0.154,19.85,0.0001196345,0.0,7.09,0.0,1553940.0,266491.0,,5576456.78,4965753.35,610703.43,617829.11,1036724.834,364069.39,0.0,3683124.0,2.22414e-05,0.0,93502.53,7.55247e-05,5.0,1.125,Power Generation,Tier 2,5.0,24,96.0
GODFREY PHILLIPS INDIA LIMITED,0.35,0.15,2.1,0.0017927808,0.0,21.7,0.0,2460.0,14455.0,,120742552.7,97614655.1,23127897.6,17.2,3590.9,3569.88,2579.3,76363.0,5.33e-08,2843.0,725.4,1.1338e-06,3.0,0.504,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
GODREJ AGROVET LIMITED,0.8,0.01,0.06,0.0283611506,0.0,3101.98,0.0,2045.0,39435.0,908833.0,1987851603.0,222686757.0,1765164846.0,2332.96,40144.88,37163.0,133142.0,937884.0,5.728e-07,37163.0,0.0,1.14815e-05,3.0,0.612,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
GRANULES INDIA LIMITED,4.37,5.71,3.75,2.91e-08,0.0,873.4,0.0,57414.0,18853.0,468062.0,881.08,667.84,213.24,3194.0,6085.91,6085.9,78968.0,359149.0,2.008e-07,2886.1,2540.5,7.1555e-06,1.0,0.66,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
GRAPHITE INDIA LIMITED,1.6,0.1,4.6,0.0805310726,43.0,313.2,0.0,89350.0,181590.0,649973.0,1948854232.0,1523547690.0,425306542.0,32939.5,33478.906,539.4,0.0,187167.0,1.3834e-06,526.5,12.9,7.7342e-06,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
GUJARAT GAS LIMITED,30.9,0.0,1.1,3.8052e-06,0.0,37.9,0.0,4088.7,117937.1,20224.4,653929.61,653929.61,0.0,319.39,596.0,80.59,0.0,82349.5,3.5e-09,80.59,0.0,4.792e-07,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Garden Reach Shipbuilders  Engineers Limited,0.0,0.0,1.71,9.26e-07,,0.0,0.0,0.0,7972.0,,47003.0,37916.0,9087.0,905.0,128.82,0.0,24350.0,1178643.0,2.5e-09,0.0,0.0,2.32213e-05,,0.624,Chemicals & Fertilizers,Tier 2,,21,84.0
General Insurance Corporation of India,0.0,0.0,1.8,9.9e-09,,0.0,0.0,0.0,0.0,,4063.09,4063.09,0.0,0.0,1.8,1.8,0.0,5935.0,0.0,1.8,0.0,1.44e-08,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Genus Power Infrastructures Limited,0.0,0.0,48.8,2.284e-06,0.0,452.04,0.0,244.0,8078.24,1103804.9,55775.0,46458.0,9317.0,0.0,1787.52,445.7,9119.0,42754.37,7.32e-08,445.7,0.0,1.7508e-06,5.0,1.125,Power Generation,Tier 2,5.0,25,100.0
Gillette India Limited,3.31,11.65,1.47,2.9867e-06,0.0,130.19,0.0,288.0,11925.0,,66747.0,66747.0,0.0,0.0,4396.19,123.5,31780.0,58272.0,1.967e-07,123.5,0.0,1.1854e-06,3.0,0.504,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
GlaxoSmithKline Pharmaceuticals Limited,0.0,1.53,3.39,2.901e-07,0.0,32.83,0.0,1002.89,941911.0,,108022.0,55479.0,52543.0,185.47,508.27,322.8,1343.0,78057.0,1.4e-09,322.8,0.0,2.06e-07,1.0,0.255,Pharmaceuticals,Tier 2,1.0,24,96.0
Glenmark Pharmaceuticals Limited,11.0,26.0,9.0,6.1832e-06,0.0,276.0,0.0,17263.0,76186.0,156645.0,570486.0,531787.0,38699.0,1214.0,3808.0,2548.0,22330.0,529632.0,4.13e-08,2548.0,0.0,5.4954e-06,1.0,0.275,Pharmaceuticals,Tier 2,1.0,25,100.0
Go Digit General Insurance Limited,0.0,0.0,0.39,1.24e-07,,0.51,0.0,25.59,2536.65,,12754.09,12754.09,0.0,0.0,58.0,0.0,0.0,12906.0,6e-10,0.0,0.0,1.255e-07,0.1,0.744,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Godrej Consumer Products Limited,2.3,0.49,1.94,0.0095533115,0.0,1340.4,0.0,26047.0,23589.0,2208455.0,851214381.0,497924787.0,353289594.0,69.2,7493.08,5395.0,0.0,503608.0,8.41e-08,5395.0,0.0,5.6521e-06,3.0,0.576,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Godrej Industries Limited,7.0,0.08009,11.0,4.22968e-05,0.0,125.0,0.0,32796.0,44487.0,431864.0,1764292.0,631668.0,1132624.0,1027.0,14780.08009,15216.0,0.0,926067.0,3.543e-07,13760.0,0.0,2.22014e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Godrej Properties Limited,0.0,0.0,3.2,7.557e-07,0.0,0.0,0.0,668.3,4433.36,2737107.39,37202.27,31551.67,5650.6,19200.08,1838084.09,1818884.28,0.0,332925.0,3.73379e-05,593.19,1818291.09,8.3128e-06,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Grasim Industries Limited,83.35,2.84,85.7,0.0002116166,0.0,1792.22,0.0,5112096.87,1223512.84,6149467.0,66793042.77,62468756.0,4324286.77,65092.59,1131684.23,1049928.25,32036040.43,60220464.28,3.5855e-06,304284.34,706073.73,8.92951e-05,50.0,0.54,Chemicals & Fertilizers,Tier 2,50.0,25,100.0
Grindwell Norton Limited,0.0,0.2,0.0,0.0204346787,0.0,9.0,0.0,29153.0,53183.0,0.0,559371600.0,486882000.0,72489600.0,688.0,6461.2,5557.0,1360.0,168844.0,2.36e-07,5186.0,0.0,6.1681e-06,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Gujarat Ambuja Exports Limited,0.0,0.0,2.08,0.0002186158,0.0,614.43,0.0,772138.22,22325.79,23418.25,10083818.97,8270042.28,1813776.69,4425.0,6685.28,2260.0,1227600.0,2392500.0,1.449e-07,713.0,1547.0,5.18691e-05,3.0,0.612,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Gujarat Fluorochemicals Limited,16.5,0.02,1.84,0.000227842,0.0,302.0,0.0,709492.0,402888.0,3338033.0,10399952.0,9536769.0,863183.0,3562.98,89447.36,85884.3,1123528.0,4812903.0,1.9596e-06,4949.6,80934.7,8.08268e-05,20.0,0.66,Chemicals & Fertilizers,Tier 2,20.0,25,100.0
Gujarat Pipavav Port Limited,2.46,0.08,7.34,7.7771e-06,0.0,1.76,0.0,578.36,7990.63,,76812.47,47475.35,29337.12,0.08,540.55,34.45,58400.0,1042425.0,5.47e-08,34.45,0.0,9.96306e-05,0.2,0.744,Chemicals & Fertilizers,Tier 2,0.2,24,96.0
Gujarat State Petronet Limited,21.0,0.0,1.33,5.6235e-06,0.0,0.63,0.0,1269.33,6493.71,611.63,62464.79,62464.79,0.0,63.34,63.34,0.05,0.0,38822.0,5.7e-09,0.0,0.05,3.495e-06,5.0,0.576,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
HCL Technologies Limited,82.67,4.37,156.3,0.8036333091,0.0,10.73,0.0,12900.5,109074.02,269567.38,940692.97,617248.35,323444.62,9.17,1803.01,1660.28,15915.25,849928.34,0.0015403101,1660.28,0.0,0.7124967665,0.5,0.052,Information Technology,Tier 2,0.5,25,100.0
HDFC Asset Management Company Limited,4.76,0.0,1.1,6.0576953314,,0.0,0.0,441.0,3023.0,9025.0,21190.0,21190.0,0.0,0.15,5.86,5.72,17844.0,22305.0,0.0016752286,5.72,0.0,6.3764461711,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
HDFC Bank Limited,34.13,0.0,165.39,5.962e-07,0.0,105.91,0.0,77999.5,284877.91,230310.04,2062877.77,1996441.16,66436.61,3651.29,4073.1,421.82,2082162.924,2602703.66,1.2e-09,421.82,0.0,1.504e-07,0.1,0.0045,Financial Services,Tier 2,0.1,25,100.0
HDFC Life Insurance Company Limited,19.2,0.0,6.0,9.03e-08,,0.1,0.0,226.9,11870.3,21996.0,64146.6,62223.4,1923.2,0.0,35.3,35.3,0.0,499415.5,0.0,35.3,0.0,7.03e-07,0.1,0.504,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
HEG Limited,4.0,0.0027,8.9,0.0001135242,0.0,249.9,0.0,178393.0,306219.0,360639.0,2443845.0,2428925.0,14920.0,43.6,4751.3027,4707.5,0.0,394428.0,2.207e-07,2508.3,2199.2,1.83224e-05,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
HERO MOTOCORP LIMITED,121.8,0.41,17.92,2.0753e-06,0.0,1617.0,0.0,19938.0,70547.0,18940829.0,845800.0,666705.0,179095.0,13546.4,19076.13,5152.8,0.0,784577.0,4.68e-08,24.8,5128.0,1.925e-06,10.0,0.66,Chemicals & Fertilizers,Tier 2,10.0,25,100.0
HFCL Limited,0.14,0.0,0.1,2.6812e-06,0.0,521.0,0.0,3572.0,19842.0,73611.0,101758.0,101758.0,0.0,295.0,1377.24,1086.0,0.0,165802.0,3.63e-08,1008.0,0.0,4.3687e-06,0.2,0.744,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
HINDALCO INDUSTRIES LIMITED,99.99,16.27,342.98,0.0002778721,0.0,2288.81,0.0,25200000.0,410000.0,2250000.0,259230000.0,257230000.0,2000000.0,160000.0,9529354.67,10579000.0,1794370.0,76570000.0,1.02146e-05,10579000.0,0.0,8.01577e-05,500.0,0.576,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
HINDUSTAN AERONAUTICS LIMITED,55.02,26.37,17.48,5.4037e-06,0.0,30.54,0.0,75808.0,106510.0,,1674123.0,1362079.0,312044.0,18449.8,18286.26,22.97,56629.0,14681052.0,5.9e-08,18.07,0.0,4.73874e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
HINDUSTAN COPPER LIMITED,16.1,1.733,11.9,3.2399e-05,0.0,10.55,0.0,9186.43,107638.0,0.0,670973.0,637979.0,32994.0,3372.336,3200997.216,0.0,205812.34,11420715.0,0.0001545653,0.0,0.0,0.0005415296,500.0,0.696,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
HONEYWELL AUTOMATION INDIA LIMITED,0.0,0.015,8.36,7.752e-07,0.0,5.92,0.0,232.09,3772.93,0.0,32479.37,22095.0,10384.37,0.761,191.175,190.38,0.0,32455.0,4.6e-09,190.38,0.0,7.747e-07,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Happiest Minds Technologies Limited,0.0,0.0,0.19,1.1985e-06,5.6,0.0,0.0,1012.0,2872.0,4672.0,17754.21,16002.03,1752.18,149.29,149.29,0.0,0.0,71618.6,1.01e-08,0.0,0.0,4.8346e-06,0.5,0.042,Information Technology,Tier 2,0.5,25,100.0
